,state,year,labor force,unemployment rate,All Ages SAIPE Poverty Universe,All Ages in Poverty Count,All Ages in Poverty Percent,Under Age 18 SAIPE Poverty Universe,Under Age 18 in Poverty Count,Under Age 18 in Poverty Percent,Ages 5 to 17 in Families SAIPE Poverty Universe,Ages 5 to 17 in Families in Poverty Count,Ages 5 to 17 in Families in Poverty Percent,Under Age 5 SAIPE Poverty Universe,Under Age 5 in Poverty Count,Under Age 5 in Poverty Percent,Median Household Income in Dollars
0,Alabama,1976,1501284,6.8,4524161,749749.5,17.2,1097007,267674,24.625,797580.5,178183,22.7,294729.5,82291,27.7,36131
1,Alabama,1977,1568504,7.3,4524161,749749.5,17.2,1097007,267674,24.625,797580.5,178183,22.7,294729.5,82291,27.7,36131
2,Alabama,1978,1621710,6.4,4524161,749749.5,17.2,1097007,267674,24.625,797580.5,178183,22.7,294729.5,82291,27.7,36131
3,Alabama,1979,1656358,7.2,4524161,749749.5,17.2,1097007,267674,24.625,797580.5,178183,22.7,294729.5,82291,27.7,36131
4,Alabama,1980,1669289,8.9,4524161,749749.5,17.2,1097007,267674,24.625,797580.5,178183,22.7,294729.5,82291,27.7,36131
5,Alabama,1981,1677652,10.6,4524161,749749.5,17.2,1097007,267674,24.625,797580.5,178183,22.7,294729.5,82291,27.7,36131
6,Alabama,1982,1716324,14.1,4524161,749749.5,17.2,1097007,267674,24.625,797580.5,178183,22.7,294729.5,82291,27.7,36131
7,Alabama,1983,1756953,13.8,4524161,749749.5,17.2,1097007,267674,24.625,797580.5,178183,22.7,294729.5,82291,27.7,36131
8,Alabama,1984,1788133,11,4524161,749749.5,17.2,1097007,267674,24.625,797580.5,178183,22.7,294729.5,82291,27.7,36131
9,Alabama,1985,1802728,9.2,4524161,749749.5,17.2,1097007,267674,24.625,797580.5,178183,22.7,294729.5,82291,27.7,36131
10,Alabama,1986,1861327,9.7,4524161,749749.5,17.2,1097007,267674,24.625,797580.5,178183,22.7,294729.5,82291,27.7,36131
11,Alabama,1987,1869005,8.1,4524161,749749.5,17.2,1097007,267674,24.625,797580.5,178183,22.7,294729.5,82291,27.7,36131
12,Alabama,1988,1877663,7.2,4524161,749749.5,17.2,1097007,267674,24.625,797580.5,178183,22.7,294729.5,82291,27.7,36131
13,Alabama,1989,1896227,7,4524161,709148,17.7,1097007,258656,24.1,797580.5,175217,22.7,294729.5,75536,25.9,22202
14,Alabama,1990,1907367,6.8,4524161,729448.75,17.975,1097007,266120,24.625,797580.5,178183,23.075,294729.5,80106,26.975,23128.25
15,Alabama,1991,1920555,7.3,4524161,749749.5,18.25,1097007,273584,25.15,797580.5,181149,23.45,294729.5,84676,28.05,24054.5
16,Alabama,1992,1965516,7.6,4524161,770050.25,18.525,1097007,281048,25.675,797580.5,184115,23.825,294729.5,89246,29.125,24980.75
17,Alabama,1993,2003905,7.3,4524161,790351,18.8,1097007,288512,26.2,797580.5,187081,24.2,294729.5,93816,30.2,25907
18,Alabama,1994,2026692,6.2,4524161,771224,18.2,1097007,289779,26.3,797580.5,187469,24,294729.5,95180.5,30.9,26632
19,Alabama,1995,2067444,6,4524161,752097,17.6,1097007,291046,26.4,797580.5,187857,23.8,294729.5,96545,31.6,27357
20,Alabama,1996,2086463,5.2,4524161,717822,16.7,1097007,273655,25,797580.5,176441,22.5,294729.5,87340,29.2,29618
21,Alabama,1997,2133573,5,4524161,700944,16.2,1097007,260970,23.8,797580.5,174333,22.1,294729.5,77360,25.5,30790
22,Alabama,1998,2136177,4.4,4348444,681788,15.7,1088427,254628,23.4,789510,166164,21,295264,81804,27.7,33204
23,Alabama,1999,2140296,4.7,4368014,667468,15.3,1120718,248412,22.2,804291,161413,20.1,293558,80329,27.4,33840
24,Alabama,2000,2133223,4.6,4371402,637119,14.6,1104080,226222,20.5,800291,147165,18.4,296196,72407,24.4,34923
25,Alabama,2001,2115401,5.1,4373427,685071,15.7,1096934,242907,22.1,797182,160001,20.1,289881,75623,26.1,34761
26,Alabama,2002,2106161,5.9,4414359,679856,15.4,1104233,238077,21.6,798787,156495,19.6,297647,76033,25.5,35943
27,Alabama,2003,2120225,6,4436894,677455,15.3,1091889,243658,22.3,788134,165578,21,293161,72477,24.7,36131
28,Alabama,2004,2136458,5.7,4463171,717483,16.1,1082849,245017,22.6,775423,160787,20.7,295125,77330,26.2,37062
29,Alabama,2005,2146025,4.5,4429785,749592,16.9,1072696,260919,24.3,772561,172197,22.3,293225,83890,28.6,36936
30,Alabama,2006,2167809,4,4482161,743556,16.6,1097080,253314,23.1,796679,171004,21.5,294334,77388,26.3,38811
31,Alabama,2007,2175612,4,4506569,750197,16.6,1105467,261151,23.6,797945,174665,21.9,302511,81858,27.1,40596
32,Alabama,2008,2176489,5.7,4541753,721875,15.9,1105914,244661,22.1,794750,157565,19.8,305031,82291,27,42586
33,Alabama,2009,2162999,11,4588886,805223,17.5,1115169,274243,24.6,800884,181942,22.7,311058,89398,28.7,40547
34,Alabama,2010,2196042,10.5,4667040,883078,18.9,1115210,305292,27.4,811713,207778,25.6,299655,93895,31.3,40538
35,Alabama,2011,2202670,9.6,4687327,896117,19.1,1114604,307310,27.6,812029,209724,25.8,298962,94184,31.5,41427
36,Alabama,2012,2176337,8,4706967,896515,19,1111278,306451,27.6,808562,208811,25.8,299413,94623,31.6,41610
37,Alabama,2013,2174000,7.2,4716072,889091,18.9,1096240,300649,27.4,801058,205023,25.6,291362,92126,31.6,42882
38,Alabama,2014,2161618,6.8,4727546,905682,19.2,1091420,298682,27.4,799916,207154,25.9,288183,88203,30.6,42917
39,Alabama,2015,2157376,6.1,4736374,875853,18.5,1087692,288450,26.5,797216,201222,25.2,287164,84382,29.4,44833
40,Alabama,2016,2173175,5.9,4741355,814197,17.2,1081979,267674,24.7,791471,185889,23.5,287177,78675,27.4,46309
41,Alabama,2017,2168444,4.4,4741355,814197,17.2,1081979,267674,24.7,791471,185889,23.5,287177,78675,27.4,46309
42,Alaska,1976,163570,7.6,668198.5,64709,10.6,183893.5,25976,14.5,130053,16061,12.5,50443.5,8180,15.8,52332
43,Alaska,1977,173013,9.9,668198.5,64709,10.6,183893.5,25976,14.5,130053,16061,12.5,50443.5,8180,15.8,52332
44,Alaska,1978,182111,10.6,668198.5,64709,10.6,183893.5,25976,14.5,130053,16061,12.5,50443.5,8180,15.8,52332
45,Alaska,1979,183807,9.3,668198.5,64709,10.6,183893.5,25976,14.5,130053,16061,12.5,50443.5,8180,15.8,52332
46,Alaska,1980,187405,9.6,668198.5,64709,10.6,183893.5,25976,14.5,130053,16061,12.5,50443.5,8180,15.8,52332
47,Alaska,1981,196157,9.4,668198.5,64709,10.6,183893.5,25976,14.5,130053,16061,12.5,50443.5,8180,15.8,52332
48,Alaska,1982,212806,9.9,668198.5,64709,10.6,183893.5,25976,14.5,130053,16061,12.5,50443.5,8180,15.8,52332
49,Alaska,1983,231721,9.9,668198.5,64709,10.6,183893.5,25976,14.5,130053,16061,12.5,50443.5,8180,15.8,52332
50,Alaska,1984,245452,9.8,668198.5,64709,10.6,183893.5,25976,14.5,130053,16061,12.5,50443.5,8180,15.8,52332
51,Alaska,1985,252127,9.7,668198.5,64709,10.6,183893.5,25976,14.5,130053,16061,12.5,50443.5,8180,15.8,52332
52,Alaska,1986,255131,10.9,668198.5,64709,10.6,183893.5,25976,14.5,130053,16061,12.5,50443.5,8180,15.8,52332
53,Alaska,1987,248599,10.3,668198.5,64709,10.6,183893.5,25976,14.5,130053,16061,12.5,50443.5,8180,15.8,52332
54,Alaska,1988,248861,8.8,668198.5,64709,10.6,183893.5,25976,14.5,130053,16061,12.5,50443.5,8180,15.8,52332
55,Alaska,1989,255617,7,668198.5,57539,10.6,183893.5,26590,15.4,130053,14701,12.9,50443.5,9989,17.7,33885
56,Alaska,1990,268422,7.2,668198.5,59929,10.75,183893.5,27599.5,15.525,130053,15399.75,13,50443.5,10378.75,18.35,35271.5
57,Alaska,1991,276276,8.5,668198.5,62319,10.9,183893.5,28609,15.65,130053,16098.5,13.1,50443.5,10768.5,19,36658
58,Alaska,1992,287216,8.9,668198.5,64709,11.05,183893.5,29618.5,15.775,130053,16797.25,13.2,50443.5,11158.25,19.65,38044.5
59,Alaska,1993,295432,7.7,668198.5,67099,11.2,183893.5,30628,15.9,130053,17496,13.3,50443.5,11548,20.3,39431
60,Alaska,1994,302371,7.6,668198.5,63917,10.65,183893.5,27949,14.55,130053,16365,12.25,50443.5,9864,18,40843
61,Alaska,1995,304160,7.3,668198.5,60735,10.1,183893.5,25270,13.2,130053,15234,11.2,50443.5,8180,15.7,42255
62,Alaska,1996,309772,7.6,668198.5,64480,10.6,183893.5,28707,14.8,130053,18547,13.3,50443.5,8598,16.8,44797
63,Alaska,1997,313217,7.1,668198.5,68409,11.2,183893.5,31968,16.2,130053,21786,15.1,50443.5,8906,17.3,43657
64,Alaska,1998,315870,6.3,611654,65970,10.8,191317,28014,14.6,142297,19387,13.6,46424,7182,15.5,47177
65,Alaska,1999,317943,6.5,616255,53963,8.8,188567,21176,11.2,139424,14137,10.1,46880,5625,12,49133
66,Alaska,2000,319511,6.4,616957,52442,8.5,184393,21145,11.5,135020,13500,10,46507,6269,13.5,51433
67,Alaska,2001,321393,6.4,628085,54357,8.7,187524,21568,11.5,135101,13565,10,47821,6449,13.5,52332
68,Alaska,2002,326401,7.3,636327,58932,9.3,186944,21902,11.7,136112,14342,10.5,47976,6380,13.3,51844
69,Alaska,2003,331669,7.8,642387,63126,9.8,186983,23342,12.5,134531,14330,10.7,49058,7651,15.6,52391
70,Alaska,2004,336743,7.5,649816,64660,10,187685,24243,12.9,134824,14841,11,50252,7493,14.9,52141
71,Alaska,2005,344559,6.9,637576,69093,10.8,183124,25976,14.2,131910,16841,12.8,49196,7757,15.8,55477
72,Alaska,2006,349691,6.6,651952,71120,10.9,177342,25804,14.6,127591,16364,12.8,48764,8346,17.1,58572
73,Alaska,2007,350785,6.3,666598,65266,9.8,178786,23356,13.1,127442,13787,10.8,49754,8104,16.3,62854
74,Alaska,2008,356109,6.7,669799,61871,9.2,176013,21872,12.4,123653,12927,10.5,50635,7582,15,67332
75,Alaska,2009,359647,7.7,682420,61949,9.1,180201,22221,12.3,125670,13145,10.5,53015,8017,15.1,66712
76,Alaska,2010,361913,7.9,696834,76850,11,183629,27209,14.8,129536,15714,12.1,52945,10481,19.8,63456
77,Alaska,2011,365913,7.6,706859,76021,10.8,185264,27192,14.7,130935,17857,13.6,53606,8473,15.8,65699
78,Alaska,2012,365519,7.1,715616,77494,10.8,184137,28125,15.3,129377,17409,13.5,53810,9792,18.2,66503
79,Alaska,2013,365292,7,718370,72643,10.1,184278,25030,13.6,129048,16118,12.5,54521,8148,14.9,70058
80,Alaska,2014,365704,6.9,717708,81622,11.4,182233,28273,15.5,128484,18113,14.1,52597,9170,17.4,70898
81,Alaska,2015,363872,6.5,720764,74941,10.4,182947,26564,14.5,127815,16959,13.3,53886,8535,15.8,73391
82,Alaska,2016,363047,6.9,723955,71916,9.9,183650,24897,13.6,130053,16061,12.3,52408,7919,15.1,76144
83,Alaska,2017,362783,7.2,723955,71916,9.9,183650,24897,13.6,130053,16061,12.3,52408,7919,15.1,76144
84,Arizona,1976,987060,9.7,6249108.5,783005,16.3,1591302.5,316973,23.6,1143836.5,203223,22.1,428413.5,106817,25.1,41963
85,Arizona,1977,1042116,8.2,6249108.5,783005,16.3,1591302.5,316973,23.6,1143836.5,203223,22.1,428413.5,106817,25.1,41963
86,Arizona,1978,1082446,6,6249108.5,783005,16.3,1591302.5,316973,23.6,1143836.5,203223,22.1,428413.5,106817,25.1,41963
87,Arizona,1979,1152471,5.1,6249108.5,783005,16.3,1591302.5,316973,23.6,1143836.5,203223,22.1,428413.5,106817,25.1,41963
88,Arizona,1980,1228001,6.6,6249108.5,783005,16.3,1591302.5,316973,23.6,1143836.5,203223,22.1,428413.5,106817,25.1,41963
89,Arizona,1981,1271678,6.2,6249108.5,783005,16.3,1591302.5,316973,23.6,1143836.5,203223,22.1,428413.5,106817,25.1,41963
90,Arizona,1982,1341767,10.1,6249108.5,783005,16.3,1591302.5,316973,23.6,1143836.5,203223,22.1,428413.5,106817,25.1,41963
91,Arizona,1983,1386057,8.8,6249108.5,783005,16.3,1591302.5,316973,23.6,1143836.5,203223,22.1,428413.5,106817,25.1,41963
92,Arizona,1984,1431770,5.2,6249108.5,783005,16.3,1591302.5,316973,23.6,1143836.5,203223,22.1,428413.5,106817,25.1,41963
93,Arizona,1985,1487075,6.3,6249108.5,783005,16.3,1591302.5,316973,23.6,1143836.5,203223,22.1,428413.5,106817,25.1,41963
94,Arizona,1986,1562728,6.9,6249108.5,783005,16.3,1591302.5,316973,23.6,1143836.5,203223,22.1,428413.5,106817,25.1,41963
95,Arizona,1987,1618230,6.5,6249108.5,783005,16.3,1591302.5,316973,23.6,1143836.5,203223,22.1,428413.5,106817,25.1,41963
96,Arizona,1988,1666073,6.4,6249108.5,783005,16.3,1591302.5,316973,23.6,1143836.5,203223,22.1,428413.5,106817,25.1,41963
97,Arizona,1989,1718674,5.3,6249108.5,535462,14.7,1591302.5,230093,23.3,1143836.5,145192,21.5,428413.5,71814,24,28924
98,Arizona,1990,1786186,5.3,6249108.5,590985.5,15.65,1591302.5,252968.5,24.475,1143836.5,157650,22.375,428413.5,83028,26.25,28799.75
99,Arizona,1991,1805012,5.9,6249108.5,646509,16.6,1591302.5,275844,25.65,1143836.5,170108,23.25,428413.5,94242,28.5,28675.5
100,Arizona,1992,1873606,7.5,6249108.5,702032.5,17.55,1591302.5,298719.5,26.825,1143836.5,182566,24.125,428413.5,105456,30.75,28551.25
101,Arizona,1993,1949027,6.4,6249108.5,757556,18.5,1591302.5,321595,28,1143836.5,195024,25,428413.5,116670,33,28427
102,Arizona,1994,2104125,6.1,6249108.5,740108,17.4,1591302.5,315589.5,26.35,1143836.5,191506.5,23.55,428413.5,114275,31.4,30081.5
103,Arizona,1995,2229131,5.3,6249108.5,722660,16.3,1591302.5,309584,24.7,1143836.5,187989,22.1,428413.5,111880,29.8,31736
104,Arizona,1996,2285205,5.6,6249108.5,741878,16.3,1591302.5,308224,24.5,1143836.5,193204,23,428413.5,104090,28.2,32708
105,Arizona,1997,2308569,4.6,6249108.5,720713,15.5,1591302.5,305109,23.2,1143836.5,197966,22.1,428413.5,97091,25.1,34751
106,Arizona,1998,2387027,4.3,4764511,710652,14.9,1354868,306865,22.6,920388,197568,21.5,395926,98350,24.8,37281
107,Arizona,1999,2473013,4.4,5027482,643045,12.8,1338513,251160,18.8,929755,160987,17.3,377011,76016,20.2,38642
108,Arizona,2000,2509883,4,5194502,646762,12.5,1413775,263677,18.7,981986,179647,18.3,400347,73834,18.4,40437
109,Arizona,2001,2585284,4.8,5342423,703143,13.2,1472911,280198,19,1023251,182501,17.8,419094,85645,20.4,41403
110,Arizona,2002,2679421,6.1,5485046,746145,13.6,1506179,302013,20.1,1064663,197535,18.6,422799,94589,22.4,40724
111,Arizona,2003,2736000,5.7,5643394,783005,13.9,1539917,316973,20.6,1074882,213295,19.8,440100,92147,20.9,41963
112,Arizona,2004,2796269,5,5842118,853587,14.6,1573902,338384,21.5,1088316,214962,19.8,456722,112042,24.5,43696
113,Arizona,2005,2883226,4.7,5802687,836742,14.4,1546935,323003,20.9,1084364,205175,18.9,452724,110038,24.3,44402
114,Arizona,2006,2990441,4.2,6052140,860355,14.2,1597211,316241,19.8,1117931,203223,18.2,469806,104911,22.3,47315
115,Arizona,2007,3034016,3.9,6225517,876120,14.1,1639127,327941,20,1140422,209683,18.4,489088,109652,22.4,49923
116,Arizona,2008,3104863,6.2,6379305,935247,14.7,1678065,347462,20.7,1162739,223217,19.2,505169,116264,23,51009
117,Arizona,2009,3128110,9.9,6475512,1065728,16.5,1702644,396006,23.3,1185875,254203,21.4,509060,134617,26.4,48711
118,Arizona,2010,3089705,10.4,6272700,1105075,17.6,1605114,401664,25,1147352,263822,23,448669,129973,29,46787
119,Arizona,2011,3037017,9.5,6336450,1201376,19,1597593,434571,27.2,1147251,294963,25.7,442654,132554,29.9,46710
120,Arizona,2012,3028878,8.3,6401276,1195931,18.7,1592569,430378,27,1155367,291886,25.3,428510,130571,30.5,47796
121,Arizona,2013,3029425,7.7,6477186,1206948,18.6,1590036,422435,26.6,1157423,289696,25,421785,122889,29.1,48504
122,Arizona,2014,3087942,6.8,6573428,1195889,18.2,1589975,406457,25.6,1161729,278735,24,418588,118958,28.4,50036
123,Arizona,2015,3153040,6.1,6671708,1159046,17.4,1595858,394337,24.7,1168887,274270,23.5,419762,113218,27,51473
124,Arizona,2016,3225703,5.4,6771106,1107153,16.4,1601458,377445,23.6,1165956,263614,22.6,428317,106817,24.9,53481
125,Arizona,2017,3312720,4.9,6771106,1107153,16.4,1601458,377445,23.6,1165956,263614,22.6,428317,106817,24.9,53481
126,Arkansas,1976,891608,7,2764036,458862,17.6,688830,166630,25,492531.5,109650,22.8,184933,54361,29.45,33445
127,Arkansas,1977,930260,6.5,2764036,458862,17.6,688830,166630,25,492531.5,109650,22.8,184933,54361,29.45,33445
128,Arkansas,1978,952308,6.2,2764036,458862,17.6,688830,166630,25,492531.5,109650,22.8,184933,54361,29.45,33445
129,Arkansas,1979,984461,6.2,2764036,458862,17.6,688830,166630,25,492531.5,109650,22.8,184933,54361,29.45,33445
130,Arkansas,1980,998280,7.6,2764036,458862,17.6,688830,166630,25,492531.5,109650,22.8,184933,54361,29.45,33445
131,Arkansas,1981,1023163,8.7,2764036,458862,17.6,688830,166630,25,492531.5,109650,22.8,184933,54361,29.45,33445
132,Arkansas,1982,1024106,9.9,2764036,458862,17.6,688830,166630,25,492531.5,109650,22.8,184933,54361,29.45,33445
133,Arkansas,1983,1031664,9.9,2764036,458862,17.6,688830,166630,25,492531.5,109650,22.8,184933,54361,29.45,33445
134,Arkansas,1984,1042889,8.7,2764036,458862,17.6,688830,166630,25,492531.5,109650,22.8,184933,54361,29.45,33445
135,Arkansas,1985,1047947,8.7,2764036,458862,17.6,688830,166630,25,492531.5,109650,22.8,184933,54361,29.45,33445
136,Arkansas,1986,1067484,8.6,2764036,458862,17.6,688830,166630,25,492531.5,109650,22.8,184933,54361,29.45,33445
137,Arkansas,1987,1092247,8.1,2764036,458862,17.6,688830,166630,25,492531.5,109650,22.8,184933,54361,29.45,33445
138,Arkansas,1988,1111749,7.6,2764036,458862,17.6,688830,166630,25,492531.5,109650,22.8,184933,54361,29.45,33445
139,Arkansas,1989,1128467,7,2764036,417155,17.9,688830,153544,24.4,492531.5,100652,22.3,184933,46914,27.6,20729
140,Arkansas,1990,1131830,6.9,2764036,428353.25,18.15,688830,157893.75,24.8,492531.5,102906.5,22.575,184933,49136.75,28.525,21551.5
141,Arkansas,1991,1129518,7.4,2764036,439551.5,18.4,688830,162243.5,25.2,492531.5,105161,22.85,184933,51359.5,29.45,22374
142,Arkansas,1992,1154527,7.1,2764036,450749.75,18.65,688830,166593.25,25.6,492531.5,107415.5,23.125,184933,53582.25,30.375,23196.5
143,Arkansas,1993,1177924,6.1,2764036,461948,18.9,688830,170943,26,492531.5,109670,23.4,184933,55805,31.3,24019
144,Arkansas,1994,1218426,5.4,2764036,458862,18.55,688830,176775,26.5,492531.5,114445.5,24,184933,57952,32.05,25267
145,Arkansas,1995,1238738,4.8,2764036,455776,18.2,688830,182607,27,492531.5,119221,24.6,184933,60099,32.8,26515
146,Arkansas,1996,1248668,5.3,2764036,442445,17.6,688830,172520,25.7,492531.5,109341,22.8,184933,56848,31.4,27367
147,Arkansas,1997,1242594,5.2,2764036,442856,17.5,688830,169089,25,492531.5,110565,22.7,184933,52253,28.8,27875
148,Arkansas,1998,1241352,5.2,2544944,417961,16.4,668749,156989,23.5,483195,97973,20.3,179596,53898,30,29212
149,Arkansas,1999,1255032,4.6,2617823,395852,15.1,672733,146820,21.8,484875,94015,19.4,179878,47626,26.5,31217
150,Arkansas,2000,1258301,4.3,2634478,394960,15,676862,147308,21.8,492453,93501,19,182876,48366,26.4,31496
151,Arkansas,2001,1253456,5,2638565,419048,15.9,672530,159142,23.7,480967,101607,21.1,180426,50750,28.1,32864
152,Arkansas,2002,1270997,5.5,2672831,435986,16.3,682146,159180,23.3,492610,100511,20.4,184903,54361,29.4,32819
153,Arkansas,2003,1271696,5.9,2693460,432240,16,675286,159182,23.6,483973,105100,21.7,181812,49523,27.2,33445
154,Arkansas,2004,1300318,5.7,2720895,424576,15.6,674449,153124,22.7,477311,95393,20,184963,51948,28.1,35295
155,Arkansas,2005,1345913,5.2,2690032,461758,17.2,660819,165059,25,472090,108273,22.9,184021,52542,28.6,35041
156,Arkansas,2006,1365410,5.2,2729099,471161,17.3,676779,166630,24.6,482566,106787,22.1,188120,55174,29.3,36627
157,Arkansas,2007,1369284,5.3,2753934,483510,17.6,688511,173939,25.3,489132,113370,23.2,195380,56804,29.1,38239
158,Arkansas,2008,1375257,5.5,2774138,479140,17.3,690520,170833,24.7,489393,109650,22.4,196625,58087,29.5,38820
159,Arkansas,2009,1358911,7.8,2806037,519026,18.5,697712,185268,26.6,494356,120867,24.4,200462,61707,30.8,37888
160,Arkansas,2010,1353338,8.2,2839786,529710,18.7,698899,190538,27.3,500901,124638,24.9,193428,61985,32,38413
161,Arkansas,2011,1362682,8.3,2856679,550079,19.3,698684,194242,27.8,502600,128194,25.5,192431,62668,32.6,38889
162,Arkansas,2012,1342753,7.6,2865097,560928,19.6,698828,196464,28.1,505053,133507,26.4,189313,59482,31.4,40151
163,Arkansas,2013,1322576,7.2,2873346,557399,19.4,695853,197129,28.3,504165,132920,26.4,187591,60285,32.1,40605
164,Arkansas,2014,1316595,6,2882846,539999,18.7,696524,183334,26.3,503980,123704,24.5,187807,55833,29.7,41335
165,Arkansas,2015,1332255,5,2887336,540733,18.7,689149,182238,26.4,499504,122440,24.5,184460,56199,30.5,42046
166,Arkansas,2016,1342561,3.9,2898653,497388,17.2,691387,165724,24,503758,112376,22.3,184115,50341,27.3,44406
167,Arkansas,2017,1354265,3.7,2898653,497388,17.2,691387,165724,24,503758,112376,22.3,184115,50341,27.3,44406
168,California,1976,9899372,9.1,35876243.5,5008521,14.4,9189761,1866535,21.3,6585361.5,1274716,19.975,2488333.5,575759,22.9,48440
169,California,1977,10382340,8.3,35876243.5,5008521,14.4,9189761,1866535,21.3,6585361.5,1274716,19.975,2488333.5,575759,22.9,48440
170,California,1978,10905557,7.2,35876243.5,5008521,14.4,9189761,1866535,21.3,6585361.5,1274716,19.975,2488333.5,575759,22.9,48440
171,California,1979,11279488,6.2,35876243.5,5008521,14.4,9189761,1866535,21.3,6585361.5,1274716,19.975,2488333.5,575759,22.9,48440
172,California,1980,11579052,6.8,35876243.5,5008521,14.4,9189761,1866535,21.3,6585361.5,1274716,19.975,2488333.5,575759,22.9,48440
173,California,1981,11829789,7.4,35876243.5,5008521,14.4,9189761,1866535,21.3,6585361.5,1274716,19.975,2488333.5,575759,22.9,48440
174,California,1982,12152372,10,35876243.5,5008521,14.4,9189761,1866535,21.3,6585361.5,1274716,19.975,2488333.5,575759,22.9,48440
175,California,1983,12293797,9.8,35876243.5,5008521,14.4,9189761,1866535,21.3,6585361.5,1274716,19.975,2488333.5,575759,22.9,48440
176,California,1984,12637075,7.8,35876243.5,5008521,14.4,9189761,1866535,21.3,6585361.5,1274716,19.975,2488333.5,575759,22.9,48440
177,California,1985,12982818,7.2,35876243.5,5008521,14.4,9189761,1866535,21.3,6585361.5,1274716,19.975,2488333.5,575759,22.9,48440
178,California,1986,13335690,6.7,35876243.5,5008521,14.4,9189761,1866535,21.3,6585361.5,1274716,19.975,2488333.5,575759,22.9,48440
179,California,1987,13743990,5.8,35876243.5,5008521,14.4,9189761,1866535,21.3,6585361.5,1274716,19.975,2488333.5,575759,22.9,48440
180,California,1988,14141442,5.3,35876243.5,5008521,14.4,9189761,1866535,21.3,6585361.5,1274716,19.975,2488333.5,575759,22.9,48440
181,California,1989,14552934,5.1,35876243.5,3749256,12.7,9189761,1652744,21.3,6585361.5,977928,18.7,2488333.5,554750,22.9,33474
182,California,1990,15138423,5.8,35876243.5,4169011,13.875,9189761,1822330.75,22.575,6585361.5,1078904.25,19.975,2488333.5,628351.75,24.475,33637.5
183,California,1991,15126481,7.7,35876243.5,4588766,15.05,9189761,1991917.5,23.85,6585361.5,1179880.5,21.25,2488333.5,701953.5,26.05,33801
184,California,1992,15304998,9.3,35876243.5,5008521,16.225,9189761,2161504.25,25.125,6585361.5,1280856.75,22.525,2488333.5,775555.25,27.625,33964.5
185,California,1993,15261199,9.5,35876243.5,5428276,17.4,9189761,2331091,26.4,6585361.5,1381833,23.8,2488333.5,849157,29.2,34128
186,California,1994,15256527,8.6,35876243.5,5321925.5,16.95,9189761,2272813,25.35,6585361.5,1372798,23,2488333.5,810255.5,28.3,35447.5
187,California,1995,15246014,7.9,35876243.5,5215575,16.5,9189761,2214535,24.3,6585361.5,1363763,22.2,2488333.5,771354,27.4,36767
188,California,1996,15422616,7.3,35876243.5,5343610,16.7,9189761,2295241,25.3,6585361.5,1472751,23.6,2488333.5,758100,28,38691
189,California,1997,15790063,6.4,35876243.5,5195477,16,9189761,2223674,24.6,6585361.5,1487239,23.6,2488333.5,679921,26,39595
190,California,1998,16144564,5.9,32955150,4917053,14.9,9073297,2064698,22.8,6412059,1395571,21.8,2553749,609994,23.9,41003
191,California,1999,16416600,5.2,33284948,4562089,13.7,9160864,1854292,20.2,6625284,1274716,19.2,2444897,527571,21.6,43924
192,California,2000,16867808,4.9,33846211,4304909,12.7,9229783,1711407,18.5,6634492,1173218,17.7,2484201,482766,19.4,46836
193,California,2001,17128430,5.4,34262724,4418040,12.9,9260899,1632189,17.6,6643954,1089969,16.4,2479109,480211,19.4,47064
194,California,2002,17257097,6.7,34866022,4646661,13.3,9369331,1795674,19.2,6704201,1235108,18.4,2533561,501845,19.8,47323
195,California,2003,17277618,6.8,35219959,4836106,13.7,9554368,1866535,19.5,6844459,1288493,18.8,2599063,520311,20,48440
196,California,2004,17383631,6.2,35468826,4681645,13.2,9667379,1809423,18.7,6906485,1225762,17.7,2657941,540606,20.3,49894
197,California,2005,17530064,5.4,35121556,4669056,13.3,9498237,1761755,18.5,6809675,1197835,17.6,2636473,519125,19.7,53627
198,California,2006,17654109,4.9,35675333,4686706,13.1,9378637,1693631,18.1,6697291,1146351,17.1,2632244,503635,19.1,56646
199,California,2007,17893080,5.4,35768034,4445392,12.4,9222770,1598466,17.3,6566539,1062605,16.2,2605554,490575,18.8,59928
200,California,2008,18178123,7.3,35984453,4781201,13.3,9218658,1702065,18.5,6527631,1128080,17.3,2647579,534254,20.2,61017
201,California,2009,18215140,11.2,36202910,5132640,14.2,9277571,1846994,19.9,6542172,1214400,18.6,2694275,594576,22.1,58925
202,California,2010,18336271,12.2,36593422,5785036,15.8,9156662,2012723,22,6634166,1382859,20.8,2476334,588090,23.7,57664
203,California,2011,18415100,11.7,36941941,6121726,16.6,9128102,2085226,22.8,6598903,1431148,21.7,2486458,614837,24.7,57275
204,California,2012,18523793,10.4,37303312,6323433,17,9103796,2164589,23.8,6571820,1499768,22.8,2490209,625906,25.1,58322
205,California,2013,18624992,8.9,37593095,6328064,16.8,9030489,2119056,23.5,6533698,1468727,22.5,2452063,607880,24.8,60185
206,California,2014,18758399,7.5,38060226,6253423,16.4,9017054,2040811,22.6,6511235,1424469,21.9,2462741,575759,23.4,61927
207,California,2015,18896477,6.2,38398077,5896255,15.4,8982601,1901985,21.2,6483995,1315288,20.3,2457486,547759,22.3,64483
208,California,2016,19093658,5.5,38513333,5527621,14.4,8959115,1782764,19.9,6487993,1242780,19.2,2430975,502432,20.7,67715
