,state,year,labor force,unemployment rate,All Ages SAIPE Poverty Universe,All Ages in Poverty Count,All Ages in Poverty Percent,Under Age 18 SAIPE Poverty Universe,Under Age 18 in Poverty Count,Under Age 18 in Poverty Percent,Ages 5 to 17 in Families SAIPE Poverty Universe,Ages 5 to 17 in Families in Poverty Count,Ages 5 to 17 in Families in Poverty Percent,Under Age 5 SAIPE Poverty Universe,Under Age 5 in Poverty Count,Under Age 5 in Poverty Percent,Median Household Income in Dollars
1168,Nebraska,2010,993398,4.6,1776188,224530,12.6,449547,77895,17.3,318026,49230,15.5,128992,26193,20.3,48415
1169,Nebraska,2011,1003256,4.4,1789287,230003,12.9,451108,79312,17.6,319651,49082,15.4,128284,27654,21.6,50281
1170,Nebraska,2012,1014980,4,1800892,230375,12.8,453303,78806,17.4,321738,51189,15.9,129503,25654,19.8,50766
1171,Nebraska,2013,1018294,3.8,1815562,234742,12.9,456306,77850,17.1,326287,49030,15,127806,26764,20.9,51502
1172,Nebraska,2014,1011564,3.3,1828140,225054,12.3,458792,73270,16,328868,48249,14.7,127900,23075,18,52803
1173,Nebraska,2015,1007585,3,1842687,224696,12.2,462607,73349,15.9,330959,47761,14.4,128293,22837,17.8,55073
1174,Nebraska,2016,1008715,3.1,1851082,208864,11.3,463145,64333,13.9,331438,41851,12.6,129732,20548,15.8,56979
1175,Nebraska,2017,1007011,2.9,1851082,208864,11.3,463145,64333,13.9,331438,41851,12.6,129732,20548,15.8,56979
1176,Nevada,1976,328862,8.8,2547568,251744,11,649536,89054,15.5,454601,56477,13.7,173736.5,27486,18.65,45249
1177,Nevada,1977,350339,6.7,2547568,251744,11,649536,89054,15.5,454601,56477,13.7,173736.5,27486,18.65,45249
1178,Nevada,1978,373494,4.5,2547568,251744,11,649536,89054,15.5,454601,56477,13.7,173736.5,27486,18.65,45249
1179,Nevada,1979,400795,4.9,2547568,251744,11,649536,89054,15.5,454601,56477,13.7,173736.5,27486,18.65,45249
1180,Nevada,1980,429584,6.2,2547568,251744,11,649536,89054,15.5,454601,56477,13.7,173736.5,27486,18.65,45249
1181,Nevada,1981,463175,7.2,2547568,251744,11,649536,89054,15.5,454601,56477,13.7,173736.5,27486,18.65,45249
1182,Nevada,1982,482097,9.9,2547568,251744,11,649536,89054,15.5,454601,56477,13.7,173736.5,27486,18.65,45249
1183,Nevada,1983,486023,9.6,2547568,251744,11,649536,89054,15.5,454601,56477,13.7,173736.5,27486,18.65,45249
1184,Nevada,1984,499664,7.9,2547568,251744,11,649536,89054,15.5,454601,56477,13.7,173736.5,27486,18.65,45249
1185,Nevada,1985,516346,7.7,2547568,251744,11,649536,89054,15.5,454601,56477,13.7,173736.5,27486,18.65,45249
1186,Nevada,1986,530886,6.2,2547568,251744,11,649536,89054,15.5,454601,56477,13.7,173736.5,27486,18.65,45249
1187,Nevada,1987,556169,6.1,2547568,251744,11,649536,89054,15.5,454601,56477,13.7,173736.5,27486,18.65,45249
1188,Nevada,1988,582023,5.2,2547568,251744,11,649536,89054,15.5,454601,56477,13.7,173736.5,27486,18.65,45249
1189,Nevada,1989,604199,4.7,2547568,119456,10,649536,45783,15.5,454601,25771,13.1,173736.5,16821,18,31797
1190,Nevada,1990,669920,4.7,2547568,131540.25,10.375,649536,50450.75,15.8,454601,28558.25,13.375,173736.5,18781.25,18.65,32103.75
1191,Nevada,1991,702749,5.8,2547568,143624.5,10.75,649536,55118.5,16.1,454601,31345.5,13.65,173736.5,20741.5,19.3,32410.5
1192,Nevada,1992,731906,6.7,2547568,155708.75,11.125,649536,59786.25,16.4,454601,34132.75,13.925,173736.5,22701.75,19.95,32717.25
1193,Nevada,1993,768893,6.8,2547568,167793,11.5,649536,64454,16.7,454601,36920,14.2,173736.5,24662,20.6,33024
1194,Nevada,1994,812037,6.2,2547568,167554,11,649536,63289.5,15.6,454601,36346.5,13.3,173736.5,23615,19.1,34662
1195,Nevada,1995,844115,5.6,2547568,167315,10.5,649536,62125,14.5,454601,35773,12.4,173736.5,22568,17.6,36300
1196,Nevada,1996,891348,5,2547568,161737,9.6,649536,61697,13.7,454601,35088,11.5,173736.5,22485,16.7,38213
1197,Nevada,1997,939780,4.4,2547568,186345,10.7,649536,74006,15.4,454601,45146,13.7,173736.5,25007,17.5,39280
1198,Nevada,1998,978737,4.2,1797602,188979,10.5,487523,73130,15,337685,46948,13.9,142729,23112,16.2,39867
1199,Nevada,1999,1020300,4,1963763,200594,10.2,503001,76802,15.3,347712,47559,13.7,142049,24621,17.3,41939
1200,Nevada,2000,1067022,4.2,2061825,194787,9.4,547003,74546,13.6,383108,49027,12.8,155006,22024,14.2,44698
1201,Nevada,2001,1112079,5.2,2126572,197386,9.3,558204,69592,12.5,395445,44314,11.2,155327,21953,14.1,44325
1202,Nevada,2002,1129668,5.6,2206561,223839,10.1,575923,80964,14.1,407202,52387,12.9,161998,25067,15.5,44560
1203,Nevada,2003,1147036,5.1,2296726,251744,11,598777,91399,15.3,423908,59296,14,166324,27486,16.5,45249
1204,Nevada,2004,1177634,4.3,2380853,264673,11.1,619456,94470,15.3,437912,60862,13.9,172797,29470,17.1,47231
1205,Nevada,2005,1223831,4.1,2364153,263522,11.1,601987,92648,15.4,431679,58687,13.6,166887,31154,18.7,49288
1206,Nevada,2006,1285318,4,2460756,257828,10.5,624458,89054,14.3,439442,56477,12.9,180768,29039,16.1,52800
1207,Nevada,2007,1330396,4.5,2528671,267829,10.6,647787,96510,14.9,452035,62021,13.7,190740,30422,15.9,54996
1208,Nevada,2008,1363574,6.7,2566465,288334,11.2,658441,98504,15,457167,60439,13.2,196493,34298,17.5,56432
1209,Nevada,2009,1349299,11.3,2606531,323738,12.4,668524,117742,17.6,463283,72969,15.8,201035,41167,20.5,53310
1210,Nevada,2010,1358578,13.5,2666664,393605,14.8,655799,139981,21.3,468715,89928,19.2,183717,46954,25.6,50987
1211,Nevada,2011,1373115,13,2684533,423195,15.8,653988,145150,22.2,466204,96806,20.8,183397,44676,24.4,49099
1212,Nevada,2012,1376381,11.2,2718582,441373,16.2,652369,152664,23.4,468899,101584,21.7,179758,47866,26.6,49909
1213,Nevada,2013,1381157,9.6,2750482,433267,15.8,651285,147638,22.7,473129,99599,21.1,174440,44460,25.5,51250
1214,Nevada,2014,1394758,7.9,2800763,430447,15.4,654323,144947,22.2,479372,96913,20.2,172795,45395,26.3,51487
1215,Nevada,2015,1413739,6.8,2850466,424824,14.9,658288,142071,21.6,482041,96837,20.1,173033,42203,24.4,52544
1216,Nevada,2016,1430344,5.7,2896890,407308,14.1,665031,132012,19.9,481375,88913,18.5,179932,39500,22,55201
1217,Nevada,2017,1462955,5,2896890,407308,14.1,665031,132012,19.9,481375,88913,18.5,179932,39500,22,55201
1218,New Hampshire,1976,397632,6.5,1278254,91232.75,7.6,290477.5,28110.75,9.5,214928.5,17310,8,71862,8704,12.2,52409
1219,New Hampshire,1977,418365,5.4,1278254,91232.75,7.6,290477.5,28110.75,9.5,214928.5,17310,8,71862,8704,12.2,52409
1220,New Hampshire,1978,434779,3.8,1278254,91232.75,7.6,290477.5,28110.75,9.5,214928.5,17310,8,71862,8704,12.2,52409
1221,New Hampshire,1979,452147,3.2,1278254,91232.75,7.6,290477.5,28110.75,9.5,214928.5,17310,8,71862,8704,12.2,52409
1222,New Hampshire,1980,466658,4.5,1278254,91232.75,7.6,290477.5,28110.75,9.5,214928.5,17310,8,71862,8704,12.2,52409
1223,New Hampshire,1981,477481,5.2,1278254,91232.75,7.6,290477.5,28110.75,9.5,214928.5,17310,8,71862,8704,12.2,52409
1224,New Hampshire,1982,487036,6.8,1278254,91232.75,7.6,290477.5,28110.75,9.5,214928.5,17310,8,71862,8704,12.2,52409
1225,New Hampshire,1983,498244,5.5,1278254,91232.75,7.6,290477.5,28110.75,9.5,214928.5,17310,8,71862,8704,12.2,52409
1226,New Hampshire,1984,520641,4.3,1278254,91232.75,7.6,290477.5,28110.75,9.5,214928.5,17310,8,71862,8704,12.2,52409
1227,New Hampshire,1985,541015,3.7,1278254,91232.75,7.6,290477.5,28110.75,9.5,214928.5,17310,8,71862,8704,12.2,52409
1228,New Hampshire,1986,561335,2.8,1278254,91232.75,7.6,290477.5,28110.75,9.5,214928.5,17310,8,71862,8704,12.2,52409
1229,New Hampshire,1987,582583,2.3,1278254,91232.75,7.6,290477.5,28110.75,9.5,214928.5,17310,8,71862,8704,12.2,52409
1230,New Hampshire,1988,599963,2.4,1278254,91232.75,7.6,290477.5,28110.75,9.5,214928.5,17310,8,71862,8704,12.2,52409
1231,New Hampshire,1989,613360,3.5,1278254,72812,6.7,290477.5,26109,9.3,214928.5,13573,7.1,71862,10666,12.2,32972
1232,New Hampshire,1990,620106,5.7,1278254,78952.25,7.175,290477.5,28110.75,9.85,214928.5,15366,7.775,71862,10936.25,12.75,33839.75
1233,New Hampshire,1991,614313,7.3,1278254,85092.5,7.65,290477.5,30112.5,10.4,214928.5,17159,8.45,71862,11206.5,13.3,34707.5
1234,New Hampshire,1992,614149,7.3,1278254,91232.75,8.125,290477.5,32114.25,10.95,214928.5,18952,9.125,71862,11476.75,13.85,35575.25
1235,New Hampshire,1993,617488,6.1,1278254,97373,8.6,290477.5,34116,11.5,214928.5,20745,9.8,71862,11747,14.4,36443
1236,New Hampshire,1994,624921,4.7,1278254,88868,7.75,290477.5,28274,9.5,214928.5,17647.5,8.25,71862,8524.5,10.65,37230
1237,New Hampshire,1995,631197,4,1278254,80363,6.9,290477.5,22432,7.5,214928.5,14550,6.7,71862,5302,6.9,38017
1238,New Hampshire,1996,638154,3.8,1278254,73675,6.3,290477.5,23579,7.8,214928.5,12870,5.9,71862,7942,10.4,40153
1239,New Hampshire,1997,649244,3.3,1278254,87975,7.5,290477.5,30356,10,214928.5,18290,8.2,71862,8539,11.4,42023
1240,New Hampshire,1998,661664,2.8,1189783,89256,7.5,300536,31791,10.6,216668,20594,9.5,73863,8704,11.8,45401
1241,New Hampshire,1999,675195,2.7,1213425,82082,6.8,304818,25049,8.2,226592,16255,7.2,74851,6796,9.1,47284
1242,New Hampshire,2000,687908,2.7,1237370,69857,5.6,304463,20938,6.9,224772,11714,5.2,73604,7441,10.1,49830
1243,New Hampshire,2001,697760,3.4,1250507,74929,6,302679,21866,7.2,227478,13482,5.9,71382,6250,8.8,50898
1244,New Hampshire,2002,702280,4.5,1270389,79467,6.3,305853,20254,6.6,228692,14071,6.2,73271,4991,6.8,51550
1245,New Hampshire,2003,707524,4.3,1279391,81779,6.4,304957,23776,7.8,228883,13140,5.7,72052,8826,12.2,52409
1246,New Hampshire,2004,716186,3.8,1290348,85093,6.6,302940,26642,8.8,226166,17353,7.7,72658,7451,10.3,53377
1247,New Hampshire,2005,725849,3.6,1267775,96389,7.6,297222,28179,9.5,224020,17856,8,71672,8786,12.3,56557
1248,New Hampshire,2006,731854,3.4,1276751,101872,8,292208,28002,9.6,217713,17310,8,72471,8809,12.2,59265
1249,New Hampshire,2007,737942,3.5,1274807,93005,7.3,292137,26813,9.2,216842,17188,7.9,73827,8019,10.9,62048
1250,New Hampshire,2008,742781,3.9,1277395,99939,7.8,288818,27280,9.4,213189,16714,7.8,74192,8954,12.1,63235
1251,New Hampshire,2009,744227,6.2,1284592,110769,8.6,283587,31278,11,208671,19559,9.4,73074,10094,13.8,60734
1252,New Hampshire,2010,738257,5.8,1276605,110096,8.6,282396,30481,10.8,212585,19067,9,68447,10138,14.8,60917
1253,New Hampshire,2011,736302,5.4,1279113,114906,9,276706,33632,12.2,209020,22178,10.6,66625,10296,15.5,62436
1254,New Hampshire,2012,741097,5.5,1280031,123773,9.7,269959,36837,13.6,203708,24911,12.2,64455,10504,16.3,63157
1255,New Hampshire,2013,741285,5.1,1281175,115146,9,265467,29059,10.9,199476,19714,9.9,64224,7871,12.3,64064
1256,New Hampshire,2014,740667,4.3,1287504,117822,9.2,264074,33155,12.6,198782,22097,11.1,63626,9641,15.2,66469
1257,New Hampshire,2015,741937,3.4,1288048,108293,8.4,258912,28590,11,194205,19019,9.8,63145,8116,12.9,70003
1258,New Hampshire,2016,746452,2.9,1292241,97753,7.6,256203,21896,8.5,191703,14329,7.5,62845,6300,10,70986
1259,New Hampshire,2017,746549,2.7,1292241,97753,7.6,256203,21896,8.5,191703,14329,7.5,62845,6300,10,70986
1260,New Jersey,1976,3308854,10.4,8543815.5,740721,9,2041191.5,270538,13.525,1488070,178604,12.9,547871,81390,14.2,56356
1261,New Jersey,1977,3383863,9.4,8543815.5,740721,9,2041191.5,270538,13.525,1488070,178604,12.9,547871,81390,14.2,56356
1262,New Jersey,1978,3467250,7.3,8543815.5,740721,9,2041191.5,270538,13.525,1488070,178604,12.9,547871,81390,14.2,56356
1263,New Jersey,1979,3572955,6.9,8543815.5,740721,9,2041191.5,270538,13.525,1488070,178604,12.9,547871,81390,14.2,56356
1264,New Jersey,1980,3591520,7.2,8543815.5,740721,9,2041191.5,270538,13.525,1488070,178604,12.9,547871,81390,14.2,56356
1265,New Jersey,1981,3605102,7.4,8543815.5,740721,9,2041191.5,270538,13.525,1488070,178604,12.9,547871,81390,14.2,56356
1266,New Jersey,1982,3626746,8.7,8543815.5,740721,9,2041191.5,270538,13.525,1488070,178604,12.9,547871,81390,14.2,56356
1267,New Jersey,1983,3688776,8,8543815.5,740721,9,2041191.5,270538,13.525,1488070,178604,12.9,547871,81390,14.2,56356
1268,New Jersey,1984,3810874,6.2,8543815.5,740721,9,2041191.5,270538,13.525,1488070,178604,12.9,547871,81390,14.2,56356
1269,New Jersey,1985,3844017,5.6,8543815.5,740721,9,2041191.5,270538,13.525,1488070,178604,12.9,547871,81390,14.2,56356
1270,New Jersey,1986,3903528,5,8543815.5,740721,9,2041191.5,270538,13.525,1488070,178604,12.9,547871,81390,14.2,56356
1271,New Jersey,1987,3961873,4.1,8543815.5,740721,9,2041191.5,270538,13.525,1488070,178604,12.9,547871,81390,14.2,56356
1272,New Jersey,1988,3974034,3.8,8543815.5,740721,9,2041191.5,270538,13.525,1488070,178604,12.9,547871,81390,14.2,56356
1273,New Jersey,1989,3996223,4.1,8543815.5,615386,8,2041191.5,233722,12.8,1488070,144669,11.5,547871,75508,13.8,38123
1274,New Jersey,1990,4055456,5,8543815.5,659225.75,8.5,2041191.5,253152.5,13.525,1488070,157665.5,12.225,547871,82518,14.625,38864.5
1275,New Jersey,1991,4065824,6.7,8543815.5,703065.5,9,2041191.5,272583,14.25,1488070,170662,12.95,547871,89528,15.45,39606
1276,New Jersey,1992,4063907,8.4,8543815.5,746905.25,9.5,2041191.5,292013.5,14.975,1488070,183658.5,13.675,547871,96538,16.275,40347.5
1277,New Jersey,1993,4019377,7.6,8543815.5,790745,10,2041191.5,311444,15.7,1488070,196655,14.4,547871,103548,17.1,41089
1278,New Jersey,1994,4058732,6.8,8543815.5,745239,9.35,2041191.5,283364,14.15,1488070,187629.5,13.5,547871,83382,13.95,42717
1279,New Jersey,1995,4121562,6.4,8543815.5,699733,8.7,2041191.5,255284,12.6,1488070,178604,12.6,547871,63216,10.8,44345
1280,New Jersey,1996,4205216,6.1,8543815.5,726513,9,2041191.5,280978,13.8,1488070,184677,12.9,547871,80438,14,46872
1281,New Jersey,1997,4263767,5.3,8543815.5,749198,9.3,2041191.5,302459,14.8,1488070,206090,14.2,547871,79435,13.9,47903
1282,New Jersey,1998,4246417,4.6,8148286,717408,8.8,2049529,270538,13.2,1477939,196533,13.3,562408,62895,11.2,49615
1283,New Jersey,1999,4287886,4.5,8309078,672744,8.1,2082051,226205,10.9,1501412,164654,11,563827,53047,9.4,51426
1284,New Jersey,2000,4282069,3.7,8348253,647694,7.8,2092943,220720,10.5,1520631,143205,9.4,557766,68511,12.3,52990
1285,New Jersey,2001,4288826,4.3,8404647,658754,7.8,2097326,211314,10.1,1529415,141245,9.2,553469,61903,11.2,54506
1286,New Jersey,2002,4346237,5.8,8493934,707808,8.3,2122386,220320,10.4,1533167,151781,9.9,564958,60167,10.6,54932
1287,New Jersey,2003,4347154,5.8,8547233,758459,8.9,2155693,254007,11.8,1556643,155082,10,574962,88701,15.4,56356
1288,New Jersey,2004,4349171,4.8,8567558,717238,8.4,2158960,220389,10.2,1558801,148348,9.5,577693,62877,10.9,57338
1289,New Jersey,2005,4391579,4.5,8500248,738104,8.7,2133958,249393,11.7,1550028,165069,10.6,575380,77060,13.4,61694
1290,New Jersey,2006,4445879,4.7,8540398,740721,8.7,2064550,240770,11.7,1504888,161972,10.8,552267,71817,13,64549
1291,New Jersey,2007,4441797,4.3,8505938,725723,8.5,2040721,233126,11.4,1485191,154235,10.4,547563,71943,13.1,67142
1292,New Jersey,2008,4504432,5.3,8504301,740069,8.7,2025990,248667,12.3,1467501,161659,11,548179,77619,14.2,70347
1293,New Jersey,2009,4550645,9.1,8531186,798258,9.4,2023720,269659,13.3,1470781,177219,12,545852,85830,15.7,68444
1294,New Jersey,2010,4555330,9.5,8626505,883643,10.2,2041662,292455,14.3,1502213,196338,13.1,532511,89521,16.8,67719
1295,New Jersey,2011,4565272,9.3,8646604,897916,10.4,2021496,295301,14.6,1490949,196172,13.2,526548,94942,18,67574
1296,New Jersey,2012,4588033,9.3,8691686,934277,10.7,2007503,308293,15.4,1481911,208759,14.1,519839,94198,18.1,69705
1297,New Jersey,2013,4548560,8.2,8720993,995390,11.4,1998029,329140,16.5,1465956,222992,15.2,524759,99706,19,70224
1298,New Jersey,2014,4527181,6.8,8762155,972441,11.1,1989086,314073,15.8,1461217,216685,14.8,522092,91945,17.6,71968
1299,New Jersey,2015,4537232,5.8,8781579,945989,10.8,1975646,306606,15.5,1453135,212278,14.6,518145,89504,17.3,72337
1300,New Jersey,2016,4530784,5,8769466,915390,10.4,1963387,283761,14.5,1444932,197218,13.6,512895,81390,15.9,76212
1301,New Jersey,2017,4518832,4.6,8769466,915390,10.4,1963387,283761,14.5,1444932,197218,13.6,512895,81390,15.9,76212
1302,New Mexico,1976,482382,8.9,1933439.5,345231,19.1,494765,134546,27.5,355830.5,91394,25.6,134321,41591.25,31.25,35091
1303,New Mexico,1977,513455,7.6,1933439.5,345231,19.1,494765,134546,27.5,355830.5,91394,25.6,134321,41591.25,31.25,35091
1304,New Mexico,1978,538014,5.9,1933439.5,345231,19.1,494765,134546,27.5,355830.5,91394,25.6,134321,41591.25,31.25,35091
1305,New Mexico,1979,556087,6.4,1933439.5,345231,19.1,494765,134546,27.5,355830.5,91394,25.6,134321,41591.25,31.25,35091
1306,New Mexico,1980,566057,7.6,1933439.5,345231,19.1,494765,134546,27.5,355830.5,91394,25.6,134321,41591.25,31.25,35091
1307,New Mexico,1981,578162,7.3,1933439.5,345231,19.1,494765,134546,27.5,355830.5,91394,25.6,134321,41591.25,31.25,35091
1308,New Mexico,1982,595252,9.2,1933439.5,345231,19.1,494765,134546,27.5,355830.5,91394,25.6,134321,41591.25,31.25,35091
1309,New Mexico,1983,608731,9.7,1933439.5,345231,19.1,494765,134546,27.5,355830.5,91394,25.6,134321,41591.25,31.25,35091
1310,New Mexico,1984,625064,7.8,1933439.5,345231,19.1,494765,134546,27.5,355830.5,91394,25.6,134321,41591.25,31.25,35091
1311,New Mexico,1985,649722,8.3,1933439.5,345231,19.1,494765,134546,27.5,355830.5,91394,25.6,134321,41591.25,31.25,35091
1312,New Mexico,1986,671408,9.3,1933439.5,345231,19.1,494765,134546,27.5,355830.5,91394,25.6,134321,41591.25,31.25,35091
1313,New Mexico,1987,675614,8.7,1933439.5,345231,19.1,494765,134546,27.5,355830.5,91394,25.6,134321,41591.25,31.25,35091
1314,New Mexico,1988,685612,7.5,1933439.5,345231,19.1,494765,134546,27.5,355830.5,91394,25.6,134321,41591.25,31.25,35091
1315,New Mexico,1989,696460,6.7,1933439.5,286150,19,494765,119828,26.6,355830.5,76899,24.3,134321,38513,29.8,23570
1316,New Mexico,1990,713787,6.6,1933439.5,304485,19.65,494765,128390.5,27.6,355830.5,82656.75,25.25,134321,41591.25,31.25,24378
1317,New Mexico,1991,725155,7.1,1933439.5,322820,20.3,494765,136953,28.6,355830.5,88414.5,26.2,134321,44669.5,32.7,25186
1318,New Mexico,1992,741883,7.2,1933439.5,341155,20.95,494765,145515.5,29.6,355830.5,94172.25,27.15,134321,47747.75,34.15,25994
1319,New Mexico,1993,758589,7,1933439.5,359490,21.6,494765,154078,30.6,355830.5,99930,28.1,134321,50826,35.6,26802
1320,New Mexico,1994,781343,6.5,1933439.5,353242,20.9,494765,158741,31.3,355830.5,103243,28.65,134321,52686.5,37.25,27365.5
1321,New Mexico,1995,799191,6.6,1933439.5,346994,20.2,494765,163404,32,355830.5,106556,29.2,134321,54547,38.9,27929
1322,New Mexico,1996,812619,7.2,1933439.5,355969,20.6,494765,153193,29.8,355830.5,100464,27.1,134321,48993,35.3,27014
1323,New Mexico,1997,823101,6.3,1933439.5,333913,19.3,494765,139854,27.5,355830.5,93843,25.7,134321,41024,30,30836
1324,New Mexico,1998,834554,6.1,1736437,330325,19,503317,136557,27.1,361977,87395,24.1,134681,45578,33.8,31445
1325,New Mexico,1999,836237,5.6,1793162,326223,18.2,504659,133194,26.4,369166,92333,25,130588,37495,28.7,32671
1326,New Mexico,2000,845755,4.9,1791548,309103,17.3,489729,124940,25.5,350841,85686,24.4,129950,34641,26.7,34487
1327,New Mexico,2001,857949,4.9,1812669,326653,18,491764,127489,25.9,353370,83801,23.7,130647,39189,30,33733
1328,New Mexico,2002,874496,5.5,1847779,327444,17.7,500770,126361,25.2,356151,82281,23.1,132208,40213,30.4,34827
1329,New Mexico,2003,889730,5.9,1871181,330759,17.7,491177,126920,25.8,352378,85331,24.2,131496,38728,29.5,35091
1330,New Mexico,2004,902265,5.5,1897265,316088,16.7,489870,116631,23.8,351750,75513,21.5,133961,37307,27.8,37838
1331,New Mexico,2005,918156,5.1,1878470,345231,18.4,478394,124352,26,344253,82630,24,131051,39040,29.8,37603
1332,New Mexico,2006,928094,4.2,1912304,350120,18.3,498878,127618,25.6,357363,84367,23.6,139527,40718,29.2,40610
1333,New Mexico,2007,934027,3.8,1925456,344060,17.9,489596,123571,25.2,344510,78583,22.8,142042,42245,29.7,41509
1334,New Mexico,2008,944548,4.5,1941423,329857,17,493065,118793,24.1,345695,76128,22,145651,40670,27.9,43719
1335,New Mexico,2009,940352,7.5,1968129,359030,18.2,502586,129552,25.8,350611,83598,23.8,149459,43951,29.4,42830
1336,New Mexico,2010,936088,8.1,2024711,400779,19.8,512149,145779,28.5,367326,98187,26.7,142191,45529,32,42186
1337,New Mexico,2011,930356,7.5,2042517,427340,20.9,513660,150984,29.4,369384,100777,27.3,143159,48612,34,42097
1338,New Mexico,2012,927795,7.1,2044796,421123,20.6,507677,146710,28.9,365047,98654,27,141186,46398,32.9,42828
1339,New Mexico,2013,923899,6.9,2045405,437923,21.4,502248,151127,30.1,363756,103790,28.5,136637,45301,33.2,44026
1340,New Mexico,2014,927142,6.7,2045506,420388,20.6,496465,138918,28,358108,93819,26.2,135282,42581,31.5,44905
1341,New Mexico,2015,927999,6.5,2044455,405364,19.8,490693,133471,27.2,357196,91394,25.6,132646,40192,30.3,45524
1342,New Mexico,2016,928732,6.7,2039432,390461,19.1,483661,134546,27.8,355510,93042,26.2,126565,39733,31.4,46844
1343,New Mexico,2017,929567,6.2,2039432,390461,19.1,483661,134546,27.8,355510,93042,26.2,126565,39733,31.4,46844
1344,New York,1976,7692561,10.2,18893152.5,2765534.25,14.8,4351609,938718.75,21.45,3146032.5,638113,20,1186081,275636,23.25,44139
1345,New York,1977,7731387,9.1,18893152.5,2765534.25,14.8,4351609,938718.75,21.45,3146032.5,638113,20,1186081,275636,23.25,44139
1346,New York,1978,7847918,7.8,18893152.5,2765534.25,14.8,4351609,938718.75,21.45,3146032.5,638113,20,1186081,275636,23.25,44139
1347,New York,1979,7997062,7.2,18893152.5,2765534.25,14.8,4351609,938718.75,21.45,3146032.5,638113,20,1186081,275636,23.25,44139
1348,New York,1980,7974354,7.5,18893152.5,2765534.25,14.8,4351609,938718.75,21.45,3146032.5,638113,20,1186081,275636,23.25,44139
1349,New York,1981,8022783,7.6,18893152.5,2765534.25,14.8,4351609,938718.75,21.45,3146032.5,638113,20,1186081,275636,23.25,44139
1350,New York,1982,7978964,8.5,18893152.5,2765534.25,14.8,4351609,938718.75,21.45,3146032.5,638113,20,1186081,275636,23.25,44139
1351,New York,1983,8037315,8.7,18893152.5,2765534.25,14.8,4351609,938718.75,21.45,3146032.5,638113,20,1186081,275636,23.25,44139
1352,New York,1984,8104569,7.2,18893152.5,2765534.25,14.8,4351609,938718.75,21.45,3146032.5,638113,20,1186081,275636,23.25,44139
1353,New York,1985,8293107,6.6,18893152.5,2765534.25,14.8,4351609,938718.75,21.45,3146032.5,638113,20,1186081,275636,23.25,44139
1354,New York,1986,8438633,6.2,18893152.5,2765534.25,14.8,4351609,938718.75,21.45,3146032.5,638113,20,1186081,275636,23.25,44139
1355,New York,1987,8482355,4.9,18893152.5,2765534.25,14.8,4351609,938718.75,21.45,3146032.5,638113,20,1186081,275636,23.25,44139
1356,New York,1988,8546476,4.3,18893152.5,2765534.25,14.8,4351609,938718.75,21.45,3146032.5,638113,20,1186081,275636,23.25,44139
1357,New York,1989,8698808,5,18893152.5,2181807,12.3,4351609,842790,19.7,3146032.5,533721,18,1186081,270938,21.2,31229
1358,New York,1990,8813271,5.3,18893152.5,2376382.75,13.3,4351609,938718.75,21.45,3146032.5,596044.25,19.75,1186081,307244.75,23.25,31585.25
1359,New York,1991,8741100,7.2,18893152.5,2570958.5,14.3,4351609,1034647.5,23.2,3146032.5,658367.5,21.5,1186081,343551.5,25.3,31941.5
1360,New York,1992,8751234,8.6,18893152.5,2765534.25,15.3,4351609,1130576.25,24.95,3146032.5,720690.75,23.25,1186081,379858.25,27.35,32297.75
1361,New York,1993,8715592,7.9,18893152.5,2960110,16.3,4351609,1226505,26.7,3146032.5,783014,25,1186081,416165,29.4,32654
1362,New York,1994,8678491,6.9,18893152.5,2903161.5,16.05,4351609,1202112.5,26.05,3146032.5,773707.5,24.35,1186081,403056,28.95,33229.5
1363,New York,1995,8661116,6.3,18893152.5,2846213,15.8,4351609,1177720,25.4,3146032.5,764401,23.7,1186081,389947,28.5,33805
1364,New York,1996,8785710,6.2,18893152.5,2945668,16.3,4351609,1156555,25.2,3146032.5,799151,24.6,1186081,336002,25.7,35696
1365,New York,1997,9012217,6.4,18893152.5,2814460,15.6,4351609,1121585,24.7,3146032.5,765578,23.8,1186081,323165,25.5,36369
1366,New York,1998,9071814,5.6,18111072,2794560,15.4,4538620,1057946,23.3,3232347,733641,22.7,1241270,290577,23.4,38290
1367,New York,1999,9126567,5.2,18679270,2566936,13.7,4666361,981547,21,3358785,674986,20.1,1229416,274057,22.3,41047
1368,New York,2000,9133869,4.5,18687015,2466704,13.2,4578731,873087,19.1,3314528,605381,18.3,1212382,242540,20,41763
1369,New York,2001,9151745,4.8,18725476,2563440,13.7,4518354,879504,19.5,3267549,598950,18.3,1191100,251848,21.1,43149
1370,New York,2002,9275515,6.1,18836410,2611154,13.9,4491721,906387,20.2,3206914,609201,19,1198552,267074,22.3,42765
1371,New York,2003,9263401,6.4,18852353,2700431,14.3,4540773,916300,20.2,3264202,638992,19.6,1219549,254079,20.8,44139
1372,New York,2004,9355953,5.8,18906581,2741524,14.5,4529532,940974,20.8,3248328,638113,19.6,1233592,278837,22.6,45343
1373,New York,2005,9460866,5,18589160,2584485,13.9,4448239,875086,19.7,3203136,594230,18.6,1221706,261354,21.4,49365
1374,New York,2006,9508149,4.5,18770144,2670773,14.2,4434945,892463,20.1,3214314,610054,19,1198168,262323,21.9,51340
1375,New York,2007,9522056,4.6,18775321,2584756,13.8,4348793,852172,19.6,3147813,576131,18.3,1178252,256117,21.7,53448
