State,Year,Period,labor force,employment,unemployment,unemployment rate
Virginia,1982,Annual,2651253,2453767,197486,7.4
Virginia,1983,Annual,2721531,2546049,175482,6.4
Virginia,1984,Annual,2817037,2673670,143367,5.1
Virginia,1985,Annual,2862792,2705622,157170,5.5
Virginia,1986,Annual,2913661,2767014,146647,5.0
Virginia,1987,Annual,3004002,2875916,128086,4.3
Virginia,1988,Annual,3082007,2960606,121401,3.9
Virginia,1989,Annual,3151756,3029456,122300,3.9
Virginia,1990,Annual,3252176,3107094,145082,4.5
Virginia,1991,Annual,3339309,3142207,197102,5.9
Virginia,1992,Annual,3400299,3186823,213476,6.3
Virginia,1993,Annual,3378790,3201717,177073,5.2
Virginia,1994,Annual,3428901,3262236,166665,4.9
Virginia,1995,Annual,3451089,3295134,155955,4.5
Virginia,1996,Annual,3420680,3268553,152127,4.4
Virginia,1997,Annual,3446323,3314344,131979,3.8
Virginia,1998,Annual,3485097,3383752,101345,2.9
Virginia,1999,Annual,3540081,3443020,97061,2.7
Virginia,2000,Annual,3605811,3522865,82946,2.3
Virginia,2001,Annual,3670137,3551375,118762,3.2
Virginia,2002,Annual,3726468,3569570,156898,4.2
Virginia,2003,Annual,3753703,3599264,154439,4.1
Virginia,2004,Annual,3795246,3650269,144977,3.8
Virginia,2005,Annual,3897042,3757592,139450,3.6
Virginia,2006,Annual,3978641,3855633,123008,3.1
Virginia,2007,Annual,4036835,3914087,122748,3.0
Virginia,2008,Annual,4133443,3970428,163015,3.9
Virginia,2009,Annual,4118171,3842516,275655,6.7
Virginia,2010,Annual,4157658,3860386,297272,7.1
Virginia,2011,Annual,4211802,3934326,277476,6.6
Virginia,2012,Annual,4223844,3967987,255857,6.1
Virginia,2013,Annual,4237277,3995182,242095,5.7
Virginia,2014,Annual,4244109,4022160,221949,5.2
Virginia,2015,Annual,4216974,4029043,187931,4.5
Virginia,2016,Annual,4242650,4069139,173511,4.1
Virginia,2017,Annual,4307753,4146134,161619,3.8
Washington,1976,Annual,1618814,1474876,143938,8.9
Washington,1977,Annual,1696825,1553328,143497,8.5
Washington,1978,Annual,1809342,1685368,123974,6.9
Washington,1979,Annual,1930439,1802077,128362,6.6
Washington,1980,Annual,1984675,1823883,160792,8.1
Washington,1981,Annual,1997449,1806668,190781,9.6
Washington,1982,Annual,2023476,1781699,241777,11.9
Washington,1983,Annual,2056817,1828724,228093,11.1
Washington,1984,Annual,2064244,1872645,191599,9.3
Washington,1985,Annual,2097674,1922407,175267,8.4
Washington,1986,Annual,2188078,2010442,177636,8.1
Washington,1987,Annual,2257364,2091788,165576,7.3
Washington,1988,Annual,2326789,2180097,146692,6.3
Washington,1989,Annual,2451094,2306850,144244,5.9
Washington,1990,Annual,2525326,2392891,132435,5.2
Washington,1991,Annual,2545980,2384323,161657,6.3
Washington,1992,Annual,2635812,2442480,193332,7.3
Washington,1993,Annual,2692270,2494999,197271,7.3
Washington,1994,Annual,2739472,2559932,179540,6.6
Washington,1995,Annual,2811332,2630220,181112,6.4
Washington,1996,Annual,2884868,2710214,174654,6.1
Washington,1997,Annual,2981747,2835517,146230,4.9
Washington,1998,Annual,3050487,2904286,146201,4.8
Washington,1999,Annual,3085544,2935202,150342,4.9
Washington,2000,Annual,3059339,2901492,157847,5.2
Washington,2001,Annual,3039367,2847875,191492,6.3
Washington,2002,Annual,3082839,2854762,228077,7.4
Washington,2003,Annual,3127404,2895863,231541,7.4
Washington,2004,Annual,3197095,2996795,200300,6.3
Washington,2005,Annual,3263703,3082399,181304,5.6
Washington,2006,Annual,3323938,3156626,167312,5.0
Washington,2007,Annual,3403163,3243308,159855,4.7
Washington,2008,Annual,3478577,3291309,187268,5.4
Washington,2009,Annual,3535200,3211649,323551,9.2
Washington,2010,Annual,3511326,3160544,350782,10.0
Washington,2011,Annual,3461428,3140190,321238,9.3
Washington,2012,Annual,3471282,3189271,282011,8.1
Washington,2013,Annual,3463869,3219842,244027,7.0
Washington,2014,Annual,3489666,3275753,213913,6.1
Washington,2015,Annual,3545904,3345496,200408,5.7
Washington,2016,Annual,3635200,3444126,191074,5.3
Washington,2017,Annual,3724722,3547430,177292,4.8
West Virginia,1976,Annual,697869,646711,51158,7.3
West Virginia,1977,Annual,711266,662302,48964,6.9
West Virginia,1978,Annual,738077,692499,45578,6.2
West Virginia,1979,Annual,770530,717083,53447,6.9
West Virginia,1980,Annual,786225,711819,74406,9.5
West Virginia,1981,Annual,786286,703240,83046,10.6
West Virginia,1982,Annual,782433,673193,109240,14.0
West Virginia,1983,Annual,765479,629121,136358,17.8
West Virginia,1984,Annual,764756,651636,113120,14.8
West Virginia,1985,Annual,757346,657796,99550,13.1
West Virginia,1986,Annual,747599,659400,88199,11.8
West Virginia,1987,Annual,747272,666346,80926,10.8
West Virginia,1988,Annual,748053,674533,73520,9.8
West Virginia,1989,Annual,756974,691729,65245,8.6
West Virginia,1990,Annual,762165,697633,64532,8.5
West Virginia,1991,Annual,776738,694101,82637,10.6
West Virginia,1992,Annual,778882,690770,88112,11.3
West Virginia,1993,Annual,779810,697021,82789,10.6
West Virginia,1994,Annual,782507,713372,69135,8.8
West Virginia,1995,Annual,784567,722870,61697,7.9
West Virginia,1996,Annual,795409,735701,59708,7.5
West Virginia,1997,Annual,796507,741865,54642,6.9
West Virginia,1998,Annual,795145,742528,52617,6.6
West Virginia,1999,Annual,804343,752379,51964,6.5
West Virginia,2000,Annual,809063,764711,44352,5.5
West Virginia,2001,Annual,809128,768661,40467,5.0
West Virginia,2002,Annual,799998,752548,47450,5.9
West Virginia,2003,Annual,786552,738990,47562,6.0
West Virginia,2004,Annual,783658,741890,41768,5.3
West Virginia,2005,Annual,790982,750561,40421,5.1
West Virginia,2006,Annual,806168,766399,39769,4.9
West Virginia,2007,Annual,811160,773990,37170,4.6
West Virginia,2008,Annual,812905,777560,35345,4.3
West Virginia,2009,Annual,814027,751165,62862,7.7
West Virginia,2010,Annual,811125,740910,70215,8.7
West Virginia,2011,Annual,807021,741972,65049,8.1
West Virginia,2012,Annual,807917,747384,60533,7.5
West Virginia,2013,Annual,798530,744410,54120,6.8
West Virginia,2014,Annual,787845,735511,52334,6.6
West Virginia,2015,Annual,780428,727758,52670,6.7
West Virginia,2016,Annual,781600,733980,47620,6.1
West Virginia,2017,Annual,778821,738309,40512,5.2
Wisconsin,1976,Annual,2142236,2023371,118865,5.5
Wisconsin,1977,Annual,2187868,2076223,111645,5.1
Wisconsin,1978,Annual,2261573,2148618,112955,5.0
Wisconsin,1979,Annual,2325984,2219909,106075,4.6
Wisconsin,1980,Annual,2356163,2186318,169845,7.2
Wisconsin,1981,Annual,2378803,2188204,190599,8.0
Wisconsin,1982,Annual,2421495,2166871,254624,10.5
Wisconsin,1983,Annual,2415317,2167806,247511,10.2
Wisconsin,1984,Annual,2392021,2215813,176208,7.4
Wisconsin,1985,Annual,2379204,2208079,171125,7.2
Wisconsin,1986,Annual,2417601,2249171,168430,7.0
Wisconsin,1987,Annual,2486571,2339680,146891,5.9
Wisconsin,1988,Annual,2555148,2442726,112422,4.4
Wisconsin,1989,Annual,2595987,2483256,112731,4.3
Wisconsin,1990,Annual,2589873,2476626,113247,4.4
Wisconsin,1991,Annual,2620564,2476926,143638,5.5
Wisconsin,1992,Annual,2687155,2549773,137382,5.1
Wisconsin,1993,Annual,2754297,2623303,130994,4.8
Wisconsin,1994,Annual,2829522,2701755,127767,4.5
Wisconsin,1995,Annual,2882201,2773322,108879,3.8
Wisconsin,1996,Annual,2933003,2827094,105909,3.6
Wisconsin,1997,Annual,2970086,2864372,105714,3.6
Wisconsin,1998,Annual,2969590,2870031,99559,3.4
Wisconsin,1999,Annual,2947247,2855212,92035,3.1
Wisconsin,2000,Annual,2973221,2868382,104839,3.5
Wisconsin,2001,Annual,3011703,2875585,136118,4.5
Wisconsin,2002,Annual,3024319,2861621,162698,5.4
Wisconsin,2003,Annual,3053642,2879779,173863,5.7
Wisconsin,2004,Annual,3034581,2882064,152517,5.0
Wisconsin,2005,Annual,3021086,2878086,143000,4.7
Wisconsin,2006,Annual,3058935,2914150,144785,4.7
Wisconsin,2007,Annual,3087828,2936452,151376,4.9
Wisconsin,2008,Annual,3091796,2940438,151358,4.9
Wisconsin,2009,Annual,3100348,2834335,266013,8.6
Wisconsin,2010,Annual,3081512,2814393,267119,8.7
Wisconsin,2011,Annual,3079759,2840996,238763,7.8
Wisconsin,2012,Annual,3073981,2857418,216563,7.0
Wisconsin,2013,Annual,3079305,2871997,207308,6.7
Wisconsin,2014,Annual,3082564,2915848,166716,5.4
Wisconsin,2015,Annual,3094351,2953622,140729,4.5
Wisconsin,2016,Annual,3130520,3005478,125042,4.0
Wisconsin,2017,Annual,3151909,3048242,103667,3.3
Wyoming,1976,Annual,179878,172740,7138,4.0
Wyoming,1977,Annual,194801,188203,6598,3.4
Wyoming,1978,Annual,209688,203404,6284,3.0
Wyoming,1979,Annual,223061,216970,6091,2.7
Wyoming,1980,Annual,235940,226853,9087,3.9
Wyoming,1981,Annual,249994,239862,10132,4.1
Wyoming,1982,Annual,257381,241411,15970,6.2
Wyoming,1983,Annual,259713,238539,21174,8.2
Wyoming,1984,Annual,254140,238247,15893,6.3
Wyoming,1985,Annual,251849,234585,17264,6.9
Wyoming,1986,Annual,250778,228478,22300,8.9
Wyoming,1987,Annual,240530,221169,19361,8.0
Wyoming,1988,Annual,237937,222576,15361,6.5
Wyoming,1989,Annual,237771,223160,14611,6.1
Wyoming,1990,Annual,235964,223437,12527,5.3
Wyoming,1991,Annual,235670,223326,12344,5.2
Wyoming,1992,Annual,238859,225504,13355,5.6
Wyoming,1993,Annual,242868,229895,12973,5.3
Wyoming,1994,Annual,250668,238226,12442,5.0
Wyoming,1995,Annual,255335,243076,12259,4.8
Wyoming,1996,Annual,255836,243205,12631,4.9
Wyoming,1997,Annual,253828,241684,12144,4.8
Wyoming,1998,Annual,257589,245490,12099,4.7
Wyoming,1999,Annual,262758,250605,12153,4.6
Wyoming,2000,Annual,266808,256414,10394,3.9
Wyoming,2001,Annual,269359,259089,10270,3.8
Wyoming,2002,Annual,269546,258650,10896,4.0
Wyoming,2003,Annual,273620,261970,11650,4.3
Wyoming,2004,Annual,274794,264321,10473,3.8
Wyoming,2005,Annual,276527,266630,9897,3.6
Wyoming,2006,Annual,281247,272336,8911,3.2
Wyoming,2007,Annual,286560,278486,8074,2.8
Wyoming,2008,Annual,293279,284310,8969,3.1
Wyoming,2009,Annual,300120,281150,18970,6.3
Wyoming,2010,Annual,303297,283744,19553,6.4
Wyoming,2011,Annual,306815,289019,17796,5.8
Wyoming,2012,Annual,307267,290932,16335,5.3
Wyoming,2013,Annual,306608,292131,14477,4.7
Wyoming,2014,Annual,306331,293657,12674,4.1
Wyoming,2015,Annual,304775,291686,13089,4.3
Wyoming,2016,Annual,300922,285052,15870,5.3
Wyoming,2017,Annual,293347,281017,12330,4.2
Puerto Rico,1976,Annual,858567,690600,167967,19.6
Puerto Rico,1977,Annual,874025,699808,174217,19.9
Puerto Rico,1978,Annual,890758,729833,160925,18.1
Puerto Rico,1979,Annual,897425,744608,152817,17.0
Puerto Rico,1980,Annual,916266,759808,156458,17.1
Puerto Rico,1981,Annual,926291,742408,183883,19.9
Puerto Rico,1982,Annual,918100,708525,209575,22.8
Puerto Rico,1983,Annual,953292,730567,222725,23.4
Puerto Rico,1984,Annual,975192,773398,201794,20.7
Puerto Rico,1985,Annual,992272,776364,215908,21.8
Puerto Rico,1986,Annual,1028656,834368,194288,18.9
Puerto Rico,1987,Annual,1057651,880091,177560,16.8
Puerto Rico,1988,Annual,1103349,938302,165047,15.0
Puerto Rico,1989,Annual,1115021,951898,163123,14.6
Puerto Rico,1990,Annual,1132334,971815,160519,14.2
Puerto Rico,1991,Annual,1168623,981845,186778,16.0
Puerto Rico,1992,Annual,1190206,991960,198246,16.7
Puerto Rico,1993,Annual,1217804,1010431,207373,17.0
Puerto Rico,1994,Annual,1208343,1032283,176060,14.6
Puerto Rico,1995,Annual,1247183,1076473,170710,13.7
Puerto Rico,1996,Annual,1283278,1111538,171740,13.4
Puerto Rico,1997,Annual,1309196,1132658,176538,13.5
Puerto Rico,1998,Annual,1310732,1136060,174672,13.3
Puerto Rico,1999,Annual,1294328,1142466,151862,11.7
Puerto Rico,2000,Annual,1291993,1161033,130960,10.1
Puerto Rico,2001,Annual,1273405,1128704,144701,11.4
Puerto Rico,2002,Annual,1321370,1159455,161915,12.3
Puerto Rico,2003,Annual,1345782,1184589,161193,12.0
Puerto Rico,2004,Annual,1347047,1204535,142512,10.6
Puerto Rico,2005,Annual,1378062,1221818,156244,11.3
Puerto Rico,2006,Annual,1419874,1270693,149181,10.5
Puerto Rico,2007,Annual,1387359,1232266,155093,11.2
Puerto Rico,2008,Annual,1345923,1187398,158525,11.8
Puerto Rico,2009,Annual,1301263,1101862,199401,15.3
Puerto Rico,2010,Annual,1268664,1061047,207617,16.4
Puerto Rico,2011,Annual,1220238,1025558,194680,16.0
Puerto Rico,2012,Annual,1194283,1021387,172896,14.5
Puerto Rico,2013,Annual,1166320,999531,166789,14.3
Puerto Rico,2014,Annual,1133985,976224,157761,13.9
Puerto Rico,2015,Annual,1121746,987153,134593,12.0
Puerto Rico,2016,Annual,1117909,986142,131767,11.8
Puerto Rico,2017,Annual,1102646,983264,119382,10.8
