State,Year,Period,labor force,employment,unemployment,unemployment rate
Massachusetts,1993,Annual,3174301,2952583,221718,7.0
Massachusetts,1994,Annual,3200834,3007359,193475,6.0
Massachusetts,1995,Annual,3214652,3044696,169956,5.3
Massachusetts,1996,Annual,3241366,3097563,143803,4.4
Massachusetts,1997,Annual,3305660,3176134,129526,3.9
Massachusetts,1998,Annual,3340628,3230442,110186,3.3
Massachusetts,1999,Annual,3353865,3247012,106853,3.2
Massachusetts,2000,Annual,3330177,3240245,89932,2.7
Massachusetts,2001,Annual,3381287,3255134,126153,3.7
Massachusetts,2002,Annual,3431082,3250085,180997,5.3
Massachusetts,2003,Annual,3422409,3226981,195428,5.7
Massachusetts,2004,Annual,3395511,3220838,174673,5.1
Massachusetts,2005,Annual,3384116,3220089,164027,4.8
Massachusetts,2006,Annual,3413339,3246316,167023,4.9
Massachusetts,2007,Annual,3426009,3268096,157913,4.6
Massachusetts,2008,Annual,3452468,3261408,191060,5.5
Massachusetts,2009,Annual,3470382,3189010,281372,8.1
Massachusetts,2010,Annual,3480083,3190818,289265,8.3
Massachusetts,2011,Annual,3469308,3217754,251554,7.3
Massachusetts,2012,Annual,3485161,3252531,232630,6.7
Massachusetts,2013,Annual,3512827,3276792,236035,6.7
Massachusetts,2014,Annual,3566237,3361811,204426,5.7
Massachusetts,2015,Annual,3588241,3415874,172367,4.8
Massachusetts,2016,Annual,3611418,3471112,140306,3.9
Massachusetts,2017,Annual,3657173,3521482,135691,3.7
Michigan,1976,Annual,3993535,3618361,375174,9.4
Michigan,1977,Annual,4109934,3772280,337654,8.2
Michigan,1978,Annual,4208346,3914127,294219,7.0
Michigan,1979,Annual,4302204,3967671,334533,7.8
Michigan,1980,Annual,4303606,3773197,530409,12.3
Michigan,1981,Annual,4302873,3768194,534679,12.4
Michigan,1982,Annual,4287138,3627584,659554,15.4
Michigan,1983,Annual,4291139,3674943,616196,14.4
Michigan,1984,Annual,4337979,3851581,486398,11.2
Michigan,1985,Annual,4360316,3926319,433997,10.0
Michigan,1986,Annual,4398541,4010764,387777,8.8
Michigan,1987,Annual,4511201,4136577,374624,8.3
Michigan,1988,Annual,4552889,4211759,341130,7.5
Michigan,1989,Annual,4589440,4262061,327379,7.1
Michigan,1990,Annual,4607247,4255772,351475,7.6
Michigan,1991,Annual,4595664,4172673,422991,9.2
Michigan,1992,Annual,4678258,4258246,420012,9.0
Michigan,1993,Annual,4742463,4400201,342262,7.2
Michigan,1994,Annual,4807898,4519538,288360,6.0
Michigan,1995,Annual,4812501,4558922,253579,5.3
Michigan,1996,Annual,4877630,4638837,238793,4.9
Michigan,1997,Annual,4954558,4743163,211395,4.3
Michigan,1998,Annual,5019762,4824324,195438,3.9
Michigan,1999,Annual,5115757,4925999,189758,3.7
Michigan,2000,Annual,5162774,4976322,186452,3.6
Michigan,2001,Annual,5119956,4854630,265326,5.2
Michigan,2002,Annual,5017141,4702399,314742,6.3
Michigan,2003,Annual,5027859,4667103,360756,7.2
Michigan,2004,Annual,5062376,4705591,356785,7.0
Michigan,2005,Annual,5083130,4738902,344228,6.8
Michigan,2006,Annual,5076656,4721085,355571,7.0
Michigan,2007,Annual,5011120,4658939,352181,7.0
Michigan,2008,Annual,4921466,4529289,392177,8.0
Michigan,2009,Annual,4903544,4233803,669741,13.7
Michigan,2010,Annual,4798954,4194041,604913,12.6
Michigan,2011,Annual,4685164,4198349,486815,10.4
Michigan,2012,Annual,4672695,4246658,426037,9.1
Michigan,2013,Annual,4723945,4308030,415915,8.8
Michigan,2014,Annual,4753626,4409394,344232,7.2
Michigan,2015,Annual,4751234,4493447,257787,5.4
Michigan,2016,Annual,4840281,4599266,241015,5.0
Michigan,2017,Annual,4883815,4657272,226543,4.6
Minnesota,1976,Annual,1852393,1744171,108222,5.8
Minnesota,1977,Annual,1915838,1815013,100825,5.3
Minnesota,1978,Annual,1971339,1895141,76198,3.9
Minnesota,1979,Annual,2046335,1959937,86398,4.2
Minnesota,1980,Annual,2104800,1983321,121479,5.8
Minnesota,1981,Annual,2122138,1998992,123146,5.8
Minnesota,1982,Annual,2153900,1983510,170390,7.9
Minnesota,1983,Annual,2175118,2001040,174078,8.0
Minnesota,1984,Annual,2202696,2064312,138384,6.3
Minnesota,1985,Annual,2228246,2094586,133660,6.0
Minnesota,1986,Annual,2241061,2117295,123766,5.5
Minnesota,1987,Annual,2280674,2163788,116886,5.1
Minnesota,1988,Annual,2307357,2208614,98743,4.3
Minnesota,1989,Annual,2351967,2250011,101956,4.3
Minnesota,1990,Annual,2398899,2284147,114752,4.8
Minnesota,1991,Annual,2427606,2302626,124980,5.1
Minnesota,1992,Annual,2468394,2342262,126132,5.1
Minnesota,1993,Annual,2516375,2391535,124840,5.0
Minnesota,1994,Annual,2556437,2452054,104383,4.1
Minnesota,1995,Annual,2604291,2506965,97326,3.7
Minnesota,1996,Annual,2652527,2547696,104831,4.0
Minnesota,1997,Annual,2679234,2591975,87259,3.3
Minnesota,1998,Annual,2711784,2638721,73063,2.7
Minnesota,1999,Annual,2756145,2680029,76116,2.8
Minnesota,2000,Annual,2812947,2724118,88829,3.2
Minnesota,2001,Annual,2845203,2737961,107242,3.8
Minnesota,2002,Annual,2859602,2731080,128522,4.5
Minnesota,2003,Annual,2874663,2734287,140376,4.9
Minnesota,2004,Annual,2880428,2745615,134813,4.7
Minnesota,2005,Annual,2879760,2762733,117027,4.1
Minnesota,2006,Annual,2887832,2772115,115717,4.0
Minnesota,2007,Annual,2906390,2773704,132686,4.6
Minnesota,2008,Annual,2925088,2766342,158746,5.4
Minnesota,2009,Annual,2941976,2713426,228550,7.8
Minnesota,2010,Annual,2938795,2721194,217601,7.4
Minnesota,2011,Annual,2946279,2755264,191015,6.5
Minnesota,2012,Annual,2946356,2781141,165215,5.6
Minnesota,2013,Annual,2958596,2811762,146834,5.0
Minnesota,2014,Annual,2973073,2849017,124056,4.2
Minnesota,2015,Annual,2998352,2887683,110669,3.7
Minnesota,2016,Annual,3036278,2919097,117181,3.9
Minnesota,2017,Annual,3063604,2957838,105766,3.5
Mississippi,1976,Annual,969878,906134,63744,6.6
Mississippi,1977,Annual,995545,922787,72758,7.3
Mississippi,1978,Annual,1012078,941880,70198,6.9
Mississippi,1979,Annual,1028571,969475,59096,5.7
Mississippi,1980,Annual,1056820,978337,78483,7.4
Mississippi,1981,Annual,1059321,969271,90050,8.5
Mississippi,1982,Annual,1063553,946018,117535,11.1
Mississippi,1983,Annual,1060755,932775,127980,12.1
Mississippi,1984,Annual,1076818,963398,113420,10.5
Mississippi,1985,Annual,1123857,1007010,116847,10.4
Mississippi,1986,Annual,1152710,1021251,131459,11.4
Mississippi,1987,Annual,1149889,1035177,114712,10.0
Mississippi,1988,Annual,1145759,1049127,96632,8.4
Mississippi,1989,Annual,1165936,1074636,91300,7.8
Mississippi,1990,Annual,1183981,1094036,89945,7.6
Mississippi,1991,Annual,1184038,1082959,101079,8.5
Mississippi,1992,Annual,1190488,1094539,95949,8.1
Mississippi,1993,Annual,1215133,1134735,80398,6.6
Mississippi,1994,Annual,1248762,1170396,78366,6.3
Mississippi,1995,Annual,1258844,1180514,78330,6.2
Mississippi,1996,Annual,1264513,1188212,76301,6.0
Mississippi,1997,Annual,1272802,1200208,72594,5.7
Mississippi,1998,Annual,1274790,1207745,67045,5.3
Mississippi,1999,Annual,1286502,1220702,65800,5.1
Mississippi,2000,Annual,1319266,1248240,71026,5.4
Mississippi,2001,Annual,1294134,1222500,71634,5.5
Mississippi,2002,Annual,1286236,1201191,85045,6.6
Mississippi,2003,Annual,1301250,1219145,82105,6.3
Mississippi,2004,Annual,1313102,1232187,80915,6.2
Mississippi,2005,Annual,1317392,1218825,98567,7.5
Mississippi,2006,Annual,1290171,1205906,84265,6.5
Mississippi,2007,Annual,1303514,1224059,79455,6.1
Mississippi,2008,Annual,1306772,1220991,85781,6.6
Mississippi,2009,Annual,1269219,1148930,120289,9.5
Mississippi,2010,Annual,1306608,1170879,135729,10.4
Mississippi,2011,Annual,1342808,1208747,134061,10.0
Mississippi,2012,Annual,1316536,1198196,118340,9.0
Mississippi,2013,Annual,1272477,1163752,108725,8.5
Mississippi,2014,Annual,1248014,1154058,93956,7.5
Mississippi,2015,Annual,1263925,1182779,81146,6.4
Mississippi,2016,Annual,1278960,1204481,74479,5.8
Mississippi,2017,Annual,1280071,1215115,64956,5.1
Missouri,1976,Annual,2122679,1990253,132426,6.2
Missouri,1977,Annual,2217870,2084319,133551,6.0
Missouri,1978,Annual,2254477,2143700,110777,4.9
Missouri,1979,Annual,2280920,2171188,109732,4.8
Missouri,1980,Annual,2306044,2139848,166196,7.2
Missouri,1981,Annual,2321961,2144518,177443,7.6
Missouri,1982,Annual,2326378,2111744,214634,9.2
Missouri,1983,Annual,2357360,2124824,232536,9.9
Missouri,1984,Annual,2386949,2215940,171009,7.2
Missouri,1985,Annual,2460185,2299301,160884,6.5
Missouri,1986,Annual,2535842,2377984,157858,6.2
Missouri,1987,Annual,2582361,2420322,162039,6.3
Missouri,1988,Annual,2584524,2436775,147749,5.7
Missouri,1989,Annual,2611877,2467177,144700,5.5
Missouri,1990,Annual,2614839,2462267,152572,5.8
Missouri,1991,Annual,2645085,2471095,173990,6.6
Missouri,1992,Annual,2651148,2487204,163944,6.2
Missouri,1993,Annual,2684206,2517067,167139,6.2
Missouri,1994,Annual,2770737,2630692,140045,5.1
Missouri,1995,Annual,2863240,2728231,135009,4.7
Missouri,1996,Annual,2908811,2769622,139189,4.8
Missouri,1997,Annual,2927870,2800544,127326,4.3
Missouri,1998,Annual,2916610,2794971,121639,4.2
Missouri,1999,Annual,2904971,2809325,95646,3.3
Missouri,2000,Annual,2959946,2853891,106055,3.6
Missouri,2001,Annual,3001465,2862838,138627,4.6
Missouri,2002,Annual,3000908,2839467,161441,5.4
Missouri,2003,Annual,3020821,2850987,169834,5.6
Missouri,2004,Annual,3015650,2838872,176778,5.9
Missouri,2005,Annual,3009334,2847006,162328,5.4
Missouri,2006,Annual,3029689,2882757,146932,4.8
Missouri,2007,Annual,3034579,2879647,154932,5.1
Missouri,2008,Annual,3028857,2842845,186012,6.1
Missouri,2009,Annual,3049563,2766711,282852,9.3
Missouri,2010,Annual,3056484,2763535,292949,9.6
Missouri,2011,Annual,3047786,2789224,258562,8.5
Missouri,2012,Annual,3025309,2815275,210034,6.9
Missouri,2013,Annual,3020202,2817435,202767,6.7
Missouri,2014,Annual,3048576,2861721,186855,6.1
Missouri,2015,Annual,3077535,2923107,154428,5.0
Missouri,2016,Annual,3079559,2939309,140250,4.6
Missouri,2017,Annual,3050713,2936126,114587,3.8
Montana,1976,Annual,330284,310614,19670,6.0
Montana,1977,Annual,348883,326918,21965,6.3
Montana,1978,Annual,366065,345148,20917,5.7
Montana,1979,Annual,371332,352135,19197,5.2
Montana,1980,Annual,375691,352700,22991,6.1
Montana,1981,Annual,385038,358686,26352,6.8
Montana,1982,Annual,388809,355711,33098,8.5
Montana,1983,Annual,396719,362488,34231,8.6
Montana,1984,Annual,401741,371262,30479,7.6
Montana,1985,Annual,402891,371962,30929,7.7
Montana,1986,Annual,401814,369942,31872,7.9
Montana,1987,Annual,401148,371312,29836,7.4
Montana,1988,Annual,404629,377736,26893,6.6
Montana,1989,Annual,408809,385154,23655,5.8
Montana,1990,Annual,403136,379100,24036,6.0
Montana,1991,Annual,405837,377804,28033,6.9
Montana,1992,Annual,417467,389391,28076,6.7
Montana,1993,Annual,422646,397102,25544,6.0
Montana,1994,Annual,432281,409630,22651,5.2
Montana,1995,Annual,443172,418081,25091,5.7
Montana,1996,Annual,449306,425468,23838,5.3
Montana,1997,Annual,452708,428555,24153,5.3
Montana,1998,Annual,460394,434868,25526,5.5
Montana,1999,Annual,464373,439993,24380,5.3
Montana,2000,Annual,467293,444137,23156,5.0
Montana,2001,Annual,466063,444909,21154,4.5
Montana,2002,Annual,467203,446640,20563,4.4
Montana,2003,Annual,471489,449266,22223,4.7
Montana,2004,Annual,480281,457423,22858,4.8
Montana,2005,Annual,486054,464907,21147,4.4
Montana,2006,Annual,493614,476377,17237,3.5
Montana,2007,Annual,502070,484189,17881,3.6
Montana,2008,Annual,509163,483347,25816,5.1
Montana,2009,Annual,501014,466713,34301,6.8
Montana,2010,Annual,500525,463998,36527,7.3
Montana,2011,Annual,501225,466403,34822,6.9
Montana,2012,Annual,506485,476174,30311,6.0
Montana,2013,Annual,510781,483071,27710,5.4
Montana,2014,Annual,511501,487629,23872,4.7
Montana,2015,Annual,516845,495298,21547,4.2
Montana,2016,Annual,521628,499990,21638,4.1
Montana,2017,Annual,525453,504279,21174,4.0
Nebraska,1976,Annual,719847,696682,23165,3.2
Nebraska,1977,Annual,741279,715745,25534,3.4
Nebraska,1978,Annual,754549,730851,23698,3.1
Nebraska,1979,Annual,765089,741839,23250,3.0
Nebraska,1980,Annual,769921,739672,30249,3.9
Nebraska,1981,Annual,775186,742310,32876,4.2
Nebraska,1982,Annual,784839,740657,44182,5.6
Nebraska,1983,Annual,787905,744057,43848,5.6
Nebraska,1984,Annual,792288,756844,35444,4.5
Nebraska,1985,Annual,806451,764692,41759,5.2
Nebraska,1986,Annual,808354,767768,40586,5.0
Nebraska,1987,Annual,809864,774141,35723,4.4
Nebraska,1988,Annual,813514,784348,29166,3.6
Nebraska,1989,Annual,816764,792809,23955,2.9
Nebraska,1990,Annual,825024,805708,19316,2.3
Nebraska,1991,Annual,836294,814020,22274,2.7
Nebraska,1992,Annual,847609,823384,24225,2.9
Nebraska,1993,Annual,864394,840575,23819,2.8
Nebraska,1994,Annual,886391,862936,23455,2.6
Nebraska,1995,Annual,902311,878414,23897,2.6
Nebraska,1996,Annual,914379,889438,24941,2.7
Nebraska,1997,Annual,921312,898310,23002,2.5
Nebraska,1998,Annual,930952,907202,23750,2.6
Nebraska,1999,Annual,937559,911444,26115,2.8
Nebraska,2000,Annual,944973,918370,26603,2.8
Nebraska,2001,Annual,950764,921003,29761,3.1
Nebraska,2002,Annual,954224,919401,34823,3.6
Nebraska,2003,Annual,964258,926315,37943,3.9
Nebraska,2004,Annual,969981,932515,37466,3.9
Nebraska,2005,Annual,972992,935906,37086,3.8
Nebraska,2006,Annual,970052,939874,30178,3.1
Nebraska,2007,Annual,978763,949494,29269,3.0
Nebraska,2008,Annual,989757,956759,32998,3.3
Nebraska,2009,Annual,991583,945648,45935,4.6
Nebraska,2010,Annual,993398,947360,46038,4.6
Nebraska,2011,Annual,1003256,959059,44197,4.4
Nebraska,2012,Annual,1014980,974428,40552,4.0
Nebraska,2013,Annual,1018294,979937,38357,3.8
Nebraska,2014,Annual,1011564,978377,33187,3.3
Nebraska,2015,Annual,1007585,977279,30306,3.0
Nebraska,2016,Annual,1008715,977622,31093,3.1
Nebraska,2017,Annual,1007011,977444,29567,2.9
Nevada,1976,Annual,328862,299990,28872,8.8
Nevada,1977,Annual,350339,326855,23484,6.7
Nevada,1978,Annual,373494,356836,16658,4.5
Nevada,1979,Annual,400795,381016,19779,4.9
Nevada,1980,Annual,429584,403078,26506,6.2
Nevada,1981,Annual,463175,429828,33347,7.2
Nevada,1982,Annual,482097,434454,47643,9.9
Nevada,1983,Annual,486023,439457,46566,9.6
Nevada,1984,Annual,499664,460205,39459,7.9
Nevada,1985,Annual,516346,476503,39843,7.7
Nevada,1986,Annual,530886,498051,32835,6.2
Nevada,1987,Annual,556169,522417,33752,6.1
Nevada,1988,Annual,582023,551728,30295,5.2
Nevada,1989,Annual,604199,575600,28599,4.7
Nevada,1990,Annual,669920,638342,31578,4.7
Nevada,1991,Annual,702749,661785,40964,5.8
Nevada,1992,Annual,731906,683228,48678,6.7
Nevada,1993,Annual,768893,716242,52651,6.8
Nevada,1994,Annual,812037,761851,50186,6.2
Nevada,1995,Annual,844115,797192,46923,5.6
Nevada,1996,Annual,891348,846416,44932,5.0
Nevada,1997,Annual,939780,898496,41284,4.4
Nevada,1998,Annual,978737,937387,41350,4.2
Nevada,1999,Annual,1020300,979646,40654,4.0
Nevada,2000,Annual,1067022,1022462,44560,4.2
Nevada,2001,Annual,1112079,1054262,57817,5.2
Nevada,2002,Annual,1129668,1066121,63547,5.6
Nevada,2003,Annual,1147036,1088787,58249,5.1
Nevada,2004,Annual,1177634,1126943,50691,4.3
Nevada,2005,Annual,1223831,1173709,50122,4.1
Nevada,2006,Annual,1285318,1233287,52031,4.0
Nevada,2007,Annual,1330396,1270572,59824,4.5
Nevada,2008,Annual,1363574,1272187,91387,6.7
Nevada,2009,Annual,1349299,1196758,152541,11.3
Nevada,2010,Annual,1358578,1174774,183804,13.5
Nevada,2011,Annual,1373115,1194264,178851,13.0
Nevada,2012,Annual,1376381,1222710,153671,11.2
Nevada,2013,Annual,1381157,1248122,133035,9.6
Nevada,2014,Annual,1394758,1284292,110466,7.9
Nevada,2015,Annual,1413739,1318024,95715,6.8
Nevada,2016,Annual,1430344,1348265,82079,5.7
Nevada,2017,Annual,1462955,1389372,73583,5.0
New Hampshire,1976,Annual,397632,371686,25946,6.5
New Hampshire,1977,Annual,418365,395593,22772,5.4
New Hampshire,1978,Annual,434779,418155,16624,3.8
New Hampshire,1979,Annual,452147,437680,14467,3.2
New Hampshire,1980,Annual,466658,445531,21127,4.5
New Hampshire,1981,Annual,477481,452885,24596,5.2
New Hampshire,1982,Annual,487036,454002,33034,6.8
New Hampshire,1983,Annual,498244,470832,27412,5.5
New Hampshire,1984,Annual,520641,498275,22366,4.3
New Hampshire,1985,Annual,541015,520847,20168,3.7
New Hampshire,1986,Annual,561335,545821,15514,2.8
New Hampshire,1987,Annual,582583,569057,13526,2.3
New Hampshire,1988,Annual,599963,585505,14458,2.4
New Hampshire,1989,Annual,613360,592136,21224,3.5
New Hampshire,1990,Annual,620106,585013,35093,5.7
New Hampshire,1991,Annual,614313,569453,44860,7.3
New Hampshire,1992,Annual,614149,569430,44719,7.3
New Hampshire,1993,Annual,617488,579593,37895,6.1
New Hampshire,1994,Annual,624921,595329,29592,4.7
New Hampshire,1995,Annual,631197,606153,25044,4.0
New Hampshire,1996,Annual,638154,613822,24332,3.8
New Hampshire,1997,Annual,649244,627666,21578,3.3
New Hampshire,1998,Annual,661664,643056,18608,2.8
New Hampshire,1999,Annual,675195,656962,18233,2.7
New Hampshire,2000,Annual,687908,669621,18287,2.7
New Hampshire,2001,Annual,697760,673778,23982,3.4
New Hampshire,2002,Annual,702280,670880,31400,4.5
New Hampshire,2003,Annual,707524,677030,30494,4.3
New Hampshire,2004,Annual,716186,689150,27036,3.8
New Hampshire,2005,Annual,725849,700026,25823,3.6
New Hampshire,2006,Annual,731854,706777,25077,3.4
New Hampshire,2007,Annual,737942,712008,25934,3.5
New Hampshire,2008,Annual,742781,714104,28677,3.9
New Hampshire,2009,Annual,744227,697802,46425,6.2
New Hampshire,2010,Annual,738257,695135,43122,5.8
New Hampshire,2011,Annual,736302,696532,39770,5.4
New Hampshire,2012,Annual,741097,700371,40726,5.5
New Hampshire,2013,Annual,741285,703534,37751,5.1
New Hampshire,2014,Annual,740667,708977,31690,4.3
New Hampshire,2015,Annual,741937,716874,25063,3.4
New Hampshire,2016,Annual,746452,725154,21298,2.9
New Hampshire,2017,Annual,746549,726607,19942,2.7
New Jersey,1976,Annual,3308854,2964485,344369,10.4
New Jersey,1977,Annual,3383863,3067115,316748,9.4
New Jersey,1978,Annual,3467250,3215693,251557,7.3
New Jersey,1979,Annual,3572955,3325521,247434,6.9
New Jersey,1980,Annual,3591520,3333840,257680,7.2
New Jersey,1981,Annual,3605102,3337050,268052,7.4
New Jersey,1982,Annual,3626746,3309981,316765,8.7
New Jersey,1983,Annual,3688776,3392898,295878,8.0
New Jersey,1984,Annual,3810874,3574967,235907,6.2
New Jersey,1985,Annual,3844017,3627926,216091,5.6
New Jersey,1986,Annual,3903528,3707802,195726,5.0
New Jersey,1987,Annual,3961873,3799670,162203,4.1
New Jersey,1988,Annual,3974034,3822310,151724,3.8
New Jersey,1989,Annual,3996223,3832534,163689,4.1
New Jersey,1990,Annual,4055456,3850728,204728,5.0
New Jersey,1991,Annual,4065824,3793819,272005,6.7
New Jersey,1992,Annual,4063907,3723909,339998,8.4
New Jersey,1993,Annual,4019377,3713835,305542,7.6
New Jersey,1994,Annual,4058732,3782009,276723,6.8
New Jersey,1995,Annual,4121562,3857473,264089,6.4
New Jersey,1996,Annual,4205216,3946654,258562,6.1
New Jersey,1997,Annual,4263767,4039773,223994,5.3
New Jersey,1998,Annual,4246417,4051531,194886,4.6
New Jersey,1999,Annual,4287886,4094559,193327,4.5
New Jersey,2000,Annual,4282069,4123717,158352,3.7
New Jersey,2001,Annual,4288826,4106225,182601,4.3
New Jersey,2002,Annual,4346237,4095174,251063,5.8
New Jersey,2003,Annual,4347154,4093686,253468,5.8
New Jersey,2004,Annual,4349171,4138830,210341,4.8
New Jersey,2005,Annual,4391579,4194895,196684,4.5
New Jersey,2006,Annual,4445879,4236485,209394,4.7
New Jersey,2007,Annual,4441797,4251815,189982,4.3
New Jersey,2008,Annual,4504432,4263965,240467,5.3
New Jersey,2009,Annual,4550645,4138570,412075,9.1
New Jersey,2010,Annual,4555330,4121455,433875,9.5
New Jersey,2011,Annual,4565272,4138464,426808,9.3
New Jersey,2012,Annual,4588033,4159986,428047,9.3
New Jersey,2013,Annual,4548560,4173828,374732,8.2
New Jersey,2014,Annual,4527181,4221267,305914,6.8
New Jersey,2015,Annual,4537232,4274695,262537,5.8
New Jersey,2016,Annual,4530784,4305516,225268,5.0
New Jersey,2017,Annual,4518832,4309706,209126,4.6
New Mexico,1976,Annual,482382,439658,42724,8.9
New Mexico,1977,Annual,513455,474289,39166,7.6
New Mexico,1978,Annual,538014,506075,31939,5.9
New Mexico,1979,Annual,556087,520572,35515,6.4
New Mexico,1980,Annual,566057,523176,42881,7.6
New Mexico,1981,Annual,578162,536024,42138,7.3
New Mexico,1982,Annual,595252,540397,54855,9.2
New Mexico,1983,Annual,608731,549893,58838,9.7
New Mexico,1984,Annual,625064,576181,48883,7.8
New Mexico,1985,Annual,649722,595598,54124,8.3
New Mexico,1986,Annual,671408,608831,62577,9.3
New Mexico,1987,Annual,675614,616772,58842,8.7
New Mexico,1988,Annual,685612,634340,51272,7.5
New Mexico,1989,Annual,696460,649729,46731,6.7
New Mexico,1990,Annual,713787,666908,46879,6.6
New Mexico,1991,Annual,725155,673403,51752,7.1
New Mexico,1992,Annual,741883,688598,53285,7.2
New Mexico,1993,Annual,758589,705726,52863,7.0
New Mexico,1994,Annual,781343,730712,50631,6.5
New Mexico,1995,Annual,799191,746645,52546,6.6
New Mexico,1996,Annual,812619,754003,58616,7.2
New Mexico,1997,Annual,823101,771069,52032,6.3
New Mexico,1998,Annual,834554,783831,50723,6.1
New Mexico,1999,Annual,836237,789677,46560,5.6
New Mexico,2000,Annual,845755,804103,41652,4.9
New Mexico,2001,Annual,857949,815642,42307,4.9
New Mexico,2002,Annual,874496,826086,48410,5.5
New Mexico,2003,Annual,889730,837667,52063,5.9
New Mexico,2004,Annual,902265,852612,49653,5.5
New Mexico,2005,Annual,918156,871248,46908,5.1
New Mexico,2006,Annual,928094,889448,38646,4.2
New Mexico,2007,Annual,934027,898998,35029,3.8
New Mexico,2008,Annual,944548,902411,42137,4.5
New Mexico,2009,Annual,940352,869491,70861,7.5
New Mexico,2010,Annual,936088,860154,75934,8.1
New Mexico,2011,Annual,930356,860305,70051,7.5
New Mexico,2012,Annual,927795,861617,66178,7.1
New Mexico,2013,Annual,923899,859804,64095,6.9
New Mexico,2014,Annual,927142,865229,61913,6.7
New Mexico,2015,Annual,927999,867387,60612,6.5
New Mexico,2016,Annual,928732,866704,62028,6.7
New Mexico,2017,Annual,929567,872382,57185,6.2
New York,1976,Annual,7692561,6905369,787192,10.2
New York,1977,Annual,7731387,7024769,706618,9.1
New York,1978,Annual,7847918,7239599,608319,7.8
New York,1979,Annual,7997062,7424194,572868,7.2
New York,1980,Annual,7974354,7378756,595598,7.5
New York,1981,Annual,8022783,7412890,609893,7.6
New York,1982,Annual,7978964,7303295,675669,8.5
New York,1983,Annual,8037315,7340372,696943,8.7
New York,1984,Annual,8104569,7523862,580707,7.2
New York,1985,Annual,8293107,7744513,548594,6.6
New York,1986,Annual,8438633,7913640,524993,6.2
New York,1987,Annual,8482355,8067764,414591,4.9
New York,1988,Annual,8546476,8181123,365353,4.3
New York,1989,Annual,8698808,8265201,433607,5.0
New York,1990,Annual,8813271,8343353,469918,5.3
New York,1991,Annual,8741100,8108261,632839,7.2
New York,1992,Annual,8751234,7997602,753632,8.6
New York,1993,Annual,8715592,8026518,689074,7.9
New York,1994,Annual,8678491,8075912,602579,6.9
New York,1995,Annual,8661116,8112684,548432,6.3
New York,1996,Annual,8785710,8237123,548587,6.2
New York,1997,Annual,9012217,8432577,579640,6.4
New York,1998,Annual,9071814,8562174,509640,5.6
New York,1999,Annual,9126567,8654586,471981,5.2
New York,2000,Annual,9133869,8718749,415120,4.5
New York,2001,Annual,9151745,8709897,441848,4.8
New York,2002,Annual,9275515,8705352,570163,6.1
New York,2003,Annual,9263401,8672909,590492,6.4
New York,2004,Annual,9355953,8812618,543335,5.8
New York,2005,Annual,9460866,8986859,474007,5.0
New York,2006,Annual,9508149,9077529,430620,4.5
New York,2007,Annual,9522056,9088207,433849,4.6
New York,2008,Annual,9664773,9139080,525693,5.4
New York,2009,Annual,9647485,8844486,802999,8.3
New York,2010,Annual,9595362,8769723,825639,8.6
New York,2011,Annual,9517361,8728057,789304,8.3
New York,2012,Annual,9612232,8793385,818847,8.5
New York,2013,Annual,9659170,8913788,745382,7.7
New York,2014,Annual,9591309,8984074,607235,6.3
New York,2015,Annual,9644615,9136151,508464,5.3
New York,2016,Annual,9668687,9200266,468421,4.8
New York,2017,Annual,9704695,9249225,455470,4.7
North Carolina,1976,Annual,2609782,2446387,163395,6.3
North Carolina,1977,Annual,2688807,2530209,158598,5.9
North Carolina,1978,Annual,2764219,2640447,123772,4.5
North Carolina,1979,Annual,2810807,2677112,133695,4.8
North Carolina,1980,Annual,2853983,2671472,182511,6.4
North Carolina,1981,Annual,2911968,2722639,189329,6.5
North Carolina,1982,Annual,2935666,2665668,269998,9.2
North Carolina,1983,Annual,2945353,2681016,264337,9.0
North Carolina,1984,Annual,3029867,2826036,203831,6.7
North Carolina,1985,Annual,3106764,2933817,172947,5.6
North Carolina,1986,Annual,3185480,3017057,168423,5.3
North Carolina,1987,Annual,3266960,3118856,148104,4.5
North Carolina,1988,Annual,3320376,3199310,121066,3.6
North Carolina,1989,Annual,3396102,3276667,119435,3.5
North Carolina,1990,Annual,3476500,3333977,142523,4.1
North Carolina,1991,Annual,3538010,3333518,204492,5.8
North Carolina,1992,Annual,3603937,3386088,217849,6.0
North Carolina,1993,Annual,3628362,3446119,182243,5.0
North Carolina,1994,Annual,3686337,3524897,161440,4.4
North Carolina,1995,Annual,3763539,3601621,161918,4.3
North Carolina,1996,Annual,3901251,3733519,167732,4.3
North Carolina,1997,Annual,3983679,3834296,149383,3.7
North Carolina,1998,Annual,3990054,3851970,138084,3.5
North Carolina,1999,Annual,4057006,3927179,129827,3.2
North Carolina,2000,Annual,4138190,3986151,152039,3.7
North Carolina,2001,Annual,4198338,3966798,231540,5.5
North Carolina,2002,Annual,4184713,3906570,278143,6.6
North Carolina,2003,Annual,4255631,3984596,271035,6.4
North Carolina,2004,Annual,4253126,4019809,233317,5.5
North Carolina,2005,Annual,4317428,4091039,226389,5.2
North Carolina,2006,Annual,4444967,4234095,210872,4.7
North Carolina,2007,Annual,4512856,4300304,212552,4.7
North Carolina,2008,Annual,4560059,4281713,278346,6.1
North Carolina,2009,Annual,4570789,4087105,483684,10.6
North Carolina,2010,Annual,4616691,4115629,501062,10.9
